公司代號,公司名稱,產業別,year_quarter,營業收入-當月營收,營收成長_年季平均(%)
1324,地球,塑膠工業,2018Q2,111503,9.058988077190168
1325,恆大,塑膠工業,2018Q2,73695,9.967917630381258
1326,台化,塑膠工業,2018Q2,33934532,21.661633662035204
1336,台翰,電子零組件業,2018Q2,257374,36.75921251892984
1337,再生-KY,塑膠工業,2018Q2,119222,-72.29405640558478
1338,廣華-KY,汽車工業,2018Q2,672697,-2.4391057482433305
1339,昭輝,汽車工業,2018Q2,211349,-7.549604563269876
1340,勝悅-KY,塑膠工業,2018Q2,259059,-25.08631907694977
1402,遠東新,紡織纖維,2018Q2,18396972,0.6360589334235415
1409,新纖,紡織纖維,2018Q2,3965800,35.555887493193666
1410,南染,紡織纖維,2018Q2,41739,-23.91863072127741
1413,宏洲,紡織纖維,2018Q2,287039,5.681349592059144
1414,東和,紡織纖維,2018Q2,75586,91.7015394760202
1416,廣豐,其他,2018Q2,20541,-55.26298595230317
1417,嘉裕,紡織纖維,2018Q2,117407,-19.662932880808523
1418,東華,紡織纖維,2018Q2,157680,65.0010987516089
1419,新紡,紡織纖維,2018Q2,103465,-2.6055933655267194
1423,利華,紡織纖維,2018Q2,61927,16.303572099312625
1432,大魯閣,運動休閒,2018Q2,70242,-23.37097038127966
1434,福懋,紡織纖維,2018Q2,3777686,8.73326158682589
1435,中福,其他,2018Q2,2155,-20.859346309217774
1436,華友聯,建材營造,2018Q2,90336,-49.00189684761991
1437,勤益控,其他,2018Q2,42790,0.8746080765694618
1438,三地開發,建材營造,2018Q2,0,
1439,雋揚,建材營造,2018Q2,22754,40.430784422637785
1440,南紡,紡織纖維,2018Q2,2163425,22.97043434765433
1441,大東,紡織纖維,2018Q2,138289,12.61869472449794
1442,名軒,建材營造,2018Q2,70818,-81.78713335990844
1443,立益物流,其他,2018Q2,116211,64.46038889360618
1444,力麗,紡織纖維,2018Q2,943191,-7.539449525096044
1445,大宇,紡織纖維,2018Q2,143467,6.693091985394186
1446,宏和,紡織纖維,2018Q2,42038,26.46430612797449
1447,力鵬,紡織纖維,2018Q2,1421013,5.036688587916235
1449,佳和,紡織纖維,2018Q2,213334,-15.62623593994716
1451,年興,紡織纖維,2018Q2,765230,-1.7116302488196096
1452,宏益,紡織纖維,2018Q2,166570,-0.6921797401792156
1453,大將,建材營造,2018Q2,16155,229.0224032586558
1454,台富,紡織纖維,2018Q2,155058,-3.178310063191548
1455,集盛,紡織纖維,2018Q2,1328933,13.173304401292404
1456,怡華,建材營造,2018Q2,35238,-63.55305482866688
1457,宜進,紡織纖維,2018Q2,447374,3.978803267829543
1459,聯發,紡織纖維,2018Q2,289684,-3.727804161501624
1460,宏遠,紡織纖維,2018Q2,644155,6.634055092040789
1463,強盛新,紡織纖維,2018Q2,175089,105.93133622666808
1464,得力,紡織纖維,2018Q2,702894,23.45421845031931
1465,偉全,紡織纖維,2018Q2,150076,-9.146714290038442
1466,聚隆,紡織纖維,2018Q2,325716,-16.956425298873345
1467,南緯,紡織纖維,2018Q2,570425,2.552739354147415
1468,昶和,紡織纖維,2018Q2,97983,48.98958412529461
1470,大統新創,紡織纖維,2018Q2,69161,13.285831285831286
1471,首利,電子零組件業,2018Q2,77126,-5.0932135605734326
1472,三洋實業,建材營造,2018Q2,47318,-32.64053980952923
1473,台南,紡織纖維,2018Q2,821492,9.597294394674174
1474,弘裕,紡織纖維,2018Q2,336701,24.66482773941537
1475,業旺,紡織纖維,2018Q2,6225,-29.597376159239992
1476,儒鴻,紡織纖維,2018Q2,2297731,6.27247512040305
1477,聚陽,紡織纖維,2018Q2,1977292,2.947980159017344
1503,士電,電機機械,2018Q2,2221449,8.637450191409743
1504,東元,電機機械,2018Q2,4439028,-4.600098773413017
1506,正道,電機機械,2018Q2,97959,-12.065529622980252
1512,瑞利,汽車工業,2018Q2,283806,51.935287000653126
1513,中興電,電機機械,2018Q2,1099422,15.4445165476963
1514,亞力,電機機械,2018Q2,312426,1.1067746257354223
1515,力山,電機機械,2018Q2,363293,11.65603255390819
1516,川飛,其他,2018Q2,139142,426.2158686937448
1517,利奇,電機機械,2018Q2,263095,-0.4664659059955812
1519,華城,電機機械,2018Q2,506746,-33.874779309003934
1521,大億,汽車工業,2018Q2,511118,-2.67311046622337
1522,堤維西,汽車工業,2018Q2,1275302,-8.369390121757224
1524,耿鼎,汽車工業,2018Q2,199832,-9.758355498755876
1525,江申,汽車工業,2018Q2,114395,1.688963953953509
1526,日馳,電機機械,2018Q2,102055,-11.82772473972958
1527,鑽全,電機機械,2018Q2,297763,-7.373696211430722
1528,恩德,電機機械,2018Q2,423102,12.716287173421351
1529,樂事綠能,電機機械,2018Q2,23928,-78.12037087836725
1530,亞崴,電機機械,2018Q2,445593,5.689936528116432
1531,高林股,電機機械,2018Q2,221748,22.745992383314142
1532,勤美,電機機械,2018Q2,1089980,-25.442802635953097
1533,車王電,汽車工業,2018Q2,202401,-5.001478477590504
1535,中宇,電機機械,2018Q2,812982,40.86879678403105
1536,和大,汽車工業,2018Q2,564096,11.647349420482614
1537,廣隆,電機機械,2018Q2,753651,23.04084268131215
1538,正峰,電機機械,2018Q2,29656,-41.959095801937565
1539,巨庭,電機機械,2018Q2,224278,-8.63844486809731
1540,喬福,電機機械,2018Q2,38197,-15.147947396481252
1541,錩泰,電機機械,2018Q2,282617,-3.433276954880153
1558,伸興,電機機械,2018Q2,859059,17.844620399025484
1560,中砂,電機機械,2018Q2,385756,3.714856468399388
1563,巧新,汽車工業,2018Q2,610510,-8.265579194583475
1565,精華,生技醫療業,2018Q2,558697,2.7760915074520884
1568,倉佑,汽車工業,2018Q2,192222,-29.47715607538697
1569,濱川,電腦及週邊設備業,2018Q2,314096,-2.5236788857579104
1570,力肯,電機機械,2018Q2,68855,-19.44428195378766
1580,新麥,電機機械,2018Q2,366229,-8.436111618092312
1582,信錦,電子零組件業,2018Q2,764174,0.3971616670016856
1583,程泰,電機機械,2018Q2,745759,5.606157157624935
1584,精剛,其他,2018Q2,34268,-62.26115877228726
1586,和勤,電機機械,2018Q2,246455,86.88105673425439
1587,吉茂,汽車工業,2018Q2,128613,6.9377811406098
1589,永冠-KY,電機機械,2018Q2,566032,-3.916456177517043
1590,亞德客-KY,電機機械,2018Q2,1488621,12.40559377194506
1591,駿吉-KY,電機機械,2018Q2,71155,81.38829407566024
1593,祺驊,運動休閒,2018Q2,51240,-20.46812671705962
1595,川寶,電子零組件業,2018Q2,141423,8.205112510424716
1597,直得,電機機械,2018Q2,204650,54.66644497683593
1598,岱宇,運動休閒,2018Q2,317465,16.788066070705955
1599,宏佳騰,電機機械,2018Q2,188226,28.35224483116033
1603,華電,電器電纜,2018Q2,125249,-49.49820369422078
1604,聲寶,電器電纜,2018Q2,740435,3.149649079303341
1605,華新,電器電纜,2018Q2,16442330,34.41336553129082
1608,華榮,電器電纜,2018Q2,741241,-28.07186593306357
1609,大亞,電器電纜,2018Q2,1769351,26.00061243092349
1611,中電,電器電纜,2018Q2,184429,-0.4926028638948538
1612,宏泰,電器電纜,2018Q2,371484,18.51194900735986
1614,三洋電,電器電纜,2018Q2,517093,4.090189905268795
1615,大山,電器電纜,2018Q2,284976,0.9300513547016116
1616,億泰,電器電纜,2018Q2,292847,6.268779121245991
1617,榮星,電器電纜,2018Q2,316726,15.85134789129083
1618,合機,電器電纜,2018Q2,396139,-0.3586834857193163
1626,艾美特-KY,電器電纜,2018Q2,1189167,29.58349497212548
1702,南僑,食品工業,2018Q2,1645855,9.745176721304045
1707,葡萄王,生技醫療業,2018Q2,812857,-5.238780827587011
1708,東鹼,化學工業,2018Q2,353136,2.7092585967698306
1709,和益,化學工業,2018Q2,986237,66.83391158574234
1710,東聯,化學工業,2018Q2,2213814,-8.885631983089333
1711,永光,化學工業,2018Q2,853699,10.01998842707446
1712,興農,化學工業,2018Q2,1474744,-1.2744831575156217
1713,國化,化學工業,2018Q2,55458,5.117707267144319
1714,和桐,化學工業,2018Q2,2895388,14.044994272911897
1717,長興,化學工業,2018Q2,3877751,12.25947557736428
1718,中纖,化學工業,2018Q2,3608327,16.586326968516467
1720,生達,生技醫療業,2018Q2,311978,-7.608338343170383
1721,三晃,化學工業,2018Q2,292360,-4.403157350911957
1722,台肥,化學工業,2018Q2,1083943,8.156895614126991
1723,中碳,化學工業,2018Q2,664972,37.69902488419335
1725,元禎,化學工業,2018Q2,829396,-5.098003318267636
1726,永記,化學工業,2018Q2,599500,-11.190974217976905
1727,中華化,化學工業,2018Q2,212574,-3.210031690525625
1730,花仙子,化學工業,2018Q2,268612,57.919738497536656
1731,美吾華,生技醫療業,2018Q2,92040,-33.62994584538171
1732,毛寶,化學工業,2018Q2,51226,-5.352622729708257
1733,五鼎,生技醫療業,2018Q2,150929,-1.418027433050294
1734,杏輝,生技醫療業,2018Q2,195972,3.5043335428363185
1735,日勝化,化學工業,2018Q2,295313,22.46232572798222
1736,喬山,運動休閒,2018Q2,1613442,14.523134362789111
1737,臺鹽,食品工業,2018Q2,282659,25.445580586178124
1742,台蠟,化學工業,2018Q2,28085,-24.81796766249063
1752,南光,生技醫療業,2018Q2,132812,5.560501049151141
1760,寶齡富錦,生技醫療業,2018Q2,129023,45.76399480314071
1762,中化生,生技醫療業,2018Q2,175399,110.59083432386028
1773,勝一,化學工業,2018Q2,708863,34.90691717131732
1776,展宇,化學工業,2018Q2,158112,-4.098987080730272
1777,生泰,生技醫療業,2018Q2,68760,-13.436481059509273
1781,合世,生技醫療業,2018Q2,67376,81.24983186721545
1783,和康生,生技醫療業,2018Q2,43330,6.753061174209761
1784,訊聯,生技醫療業,2018Q2,63463,6.676640164058429
1785,光洋科,其他電子業,2018Q2,1666427,43.38112052973751
1786,科妍,生技醫療業,2018Q2,18577,12.112251056125528
1788,杏昌,生技醫療業,2018Q2,280133,0.7495081802128402
1789,神隆,生技醫療業,2018Q2,325156,13.754150034459718
1795,美時,生技醫療業,2018Q2,592557,7.950003461354884
1796,金穎生技,食品工業,2018Q2,30431,-2.9004467134652203
1799,易威,生技醫療業,2018Q2,49207,11.92566645437176
1802,台玻,玻璃陶瓷,2018Q2,3882606,5.465245905914259
1805,寶徠,建材營造,2018Q2,7205,314.55696202531647
1806,冠軍,玻璃陶瓷,2018Q2,569547,30.002693424392383
1808,潤隆,建材營造,2018Q2,1372311,388.3008703449356
1809,中釉,玻璃陶瓷,2018Q2,219913,16.703106592088645
1810,和成,玻璃陶瓷,2018Q2,452850,-8.569640315367609
1813,寶利徠,生技醫療業,2018Q2,38594,37.88003286770748
1815,富喬,電子零組件業,2018Q2,430489,7.179064568011273
1817,凱撒衛,玻璃陶瓷,2018Q2,190003,3.187913084563875
1903,士紙,造紙工業,2018Q2,12876,7.174962543699018
1904,正隆,造紙工業,2018Q2,3614828,-0.7329633595211229
1905,華紙,造紙工業,2018Q2,2094702,8.634931073128712
1906,寶隆,造紙工業,2018Q2,144523,-23.996066304850856
1907,永豐餘,造紙工業,2018Q2,6671134,22.47055469363425
1909,榮成,造紙工業,2018Q2,4919817,47.59191238234207
2002,中鋼,鋼鐵工業,2018Q2,33385608,24.513597431616763
2006,東和鋼鐵,鋼鐵工業,2018Q2,3390635,40.79406267608938
2007,燁興,鋼鐵工業,2018Q2,773262,20.891889229884104
2008,高興昌,鋼鐵工業,2018Q2,120969,3.6429997344003016
2009,第一銅,鋼鐵工業,2018Q2,249837,-1.6405253460575424
2010,春源,鋼鐵工業,2018Q2,1695791,7.084959907653098
2012,春雨,鋼鐵工業,2018Q2,751752,-7.031917616956442
2013,中鋼構,鋼鐵工業,2018Q2,1800502,24.41786944050373
2014,中鴻,鋼鐵工業,2018Q2,4198513,44.81680911454893
2015,豐興,鋼鐵工業,2018Q2,2603070,26.73260674610245
2017,官田鋼,鋼鐵工業,2018Q2,422585,62.19520152298487
2020,美亞,鋼鐵工業,2018Q2,408752,-1.3272178636089318
2022,聚亨,鋼鐵工業,2018Q2,1114265,63.67788097836705
2023,燁輝,鋼鐵工業,2018Q2,6976479,36.61730882771951
2024,志聯,鋼鐵工業,2018Q2,120182,9.595112164873244
2025,千興,鋼鐵工業,2018Q2,292591,31.71527737137558
2027,大成鋼,鋼鐵工業,2018Q2,7295961,22.3460072914988
2028,威致,鋼鐵工業,2018Q2,754970,14.668768757822088
2029,盛餘,鋼鐵工業,2018Q2,978747,-8.1485506430325
2030,彰源,鋼鐵工業,2018Q2,1160499,9.815145134962505
2031,新光鋼,鋼鐵工業,2018Q2,685460,-27.16357009653648
2032,新鋼,鋼鐵工業,2018Q2,259048,7.464717449202253
2033,佳大,鋼鐵工業,2018Q2,61211,-9.600956994328923
2034,允強,鋼鐵工業,2018Q2,1812965,4.583837129882596
2035,唐榮公司,鋼鐵工業,2018Q2,1550559,43.99399343624109
2038,海光,鋼鐵工業,2018Q2,588151,67.09309923577375
2049,上銀,電機機械,2018Q2,2701630,52.50522156364663
2059,川湖,電子零組件業,2018Q2,298015,-1.2878308595807262
2061,風青,電器電纜,2018Q2,118054,11.39061350040573
2062,橋椿,居家生活,2018Q2,578212,17.916057419156168
2063,世鎧,鋼鐵工業,2018Q2,92121,28.15408371937732
2064,晉椿,鋼鐵工業,2018Q2,236619,23.28850632805865
2065,世豐,鋼鐵工業,2018Q2,117265,37.62366941683195
2066,世德,電機機械,2018Q2,113774,3.425267712670218
2067,嘉鋼,電機機械,2018Q2,122360,20.468642315644384
2069,運錩,鋼鐵工業,2018Q2,812115,20.94673586858585
2070,精湛,電機機械,2018Q2,84029,16.6664352655328
2101,南港,橡膠工業,2018Q2,1085787,5.463928340394781
2102,泰豐,橡膠工業,2018Q2,459461,-14.278544682486524
2103,台橡,橡膠工業,2018Q2,2376956,-13.357388615526046
2104,國際中橡,橡膠工業,2018Q2,2078374,28.8572886435654
2105,正新,橡膠工業,2018Q2,9462296,-1.239529337893443
2106,建大,橡膠工業,2018Q2,2656578,3.1401196879447824
2107,厚生,橡膠工業,2018Q2,112030,-30.132338817307573
2108,南帝,橡膠工業,2018Q2,1207701,48.94883672744494
2109,華豐,橡膠工業,2018Q2,445732,-9.56967017717554
2114,鑫永銓,橡膠工業,2018Q2,160091,21.639528610830403
2115,六暉-KY,汽車工業,2018Q2,190009,-2.1681598187622284
2201,裕隆,汽車工業,2018Q2,6365866,-20.417841380393224
2204,中華,汽車工業,2018Q2,2945072,-21.6623247287242
2206,三陽工業,汽車工業,2018Q2,2921639,6.584387361367543
2207,和泰車,汽車工業,2018Q2,16370397,1.8178175740132896
2208,台船,航運業,2018Q2,1079961,-49.68859375939005
2221,大甲,其他,2018Q2,88833,43.93836282325491
2227,裕日車,汽車工業,2018Q2,3032190,4.180925365503707
2228,劍麟,汽車工業,2018Q2,336813,-6.781598379258045
2230,泰茂,電機機械,2018Q2,50426,-9.085008563959253
2231,為升,汽車工業,2018Q2,352515,19.3598521016598
2233,宇隆,汽車工業,2018Q2,220963,28.60967702506853
2235,謚源,電機機械,2018Q2,62926,-17.767439429183764
2236,百達-KY,汽車工業,2018Q2,210055,33.5938791864355
2239,英利-KY,汽車工業,2018Q2,1794177,20.095384079895044
2241,艾姆勒,汽車工業,2018Q2,43174,4.305179744878237
2243,宏旭-KY,汽車工業,2018Q2,343738,-4.285380143013076
2247,汎德永業,汽車工業,2018Q2,3213601,-1.5731567024935038
2301,光寶科,電腦及週邊設備業,2018Q2,19638825,0.5369269551430018
2302,麗正,半導體業,2018Q2,41642,-0.071990785179497
2303,聯電,半導體業,2018Q2,13364101,2.021217107585996
2305,全友,電腦及週邊設備業,2018Q2,39433,-29.60278496831205
2308,台達電,電子零組件業,2018Q2,19820322,6.0235595285869
2312,金寶,其他電子業,2018Q2,11026962,19.27496321522364
2313,華通,電子零組件業,2018Q2,3622200,-6.982978979108534
2314,台揚,通信網路業,2018Q2,686971,5.529389716364351
2316,楠梓電,電子零組件業,2018Q2,423203,-9.556741415751803
2317,鴻海,其他電子業,2018Q2,389889521,23.719603657865377
2321,東訊,通信網路業,2018Q2,201630,-29.46991373942731
2323,中環,光電業,2018Q2,741090,3.0912490192914417
2324,仁寶,電腦及週邊設備業,2018Q2,89107230,7.870497194341696
2327,國巨,電子零組件業,2018Q2,8053763,227.6692566888564
2328,廣宇,電子零組件業,2018Q2,2259844,-4.642098356228546
2329,華泰,半導體業,2018Q2,1277265,19.89406079629936
2330,台積電,半導體業,2018Q2,70438298,-16.33144926066941
2331,精英,電腦及週邊設備業,2018Q2,3111929,25.783598770267503
2332,友訊,通信網路業,2018Q2,1696618,0.889958207762367
2337,旺宏,半導體業,2018Q2,2792765,15.214788668478574
2338,光罩,半導體業,2018Q2,243118,134.11172205263512
2340,台亞,半導體業,2018Q2,470581,-1.5178911504832222
2342,茂矽,半導體業,2018Q2,151409,9.14484260000144
2344,華邦電,半導體業,2018Q2,4507412,13.37812537966378
2345,智邦,通信網路業,2018Q2,3601037,19.14905092022753
2347,聯強,電子通路業,2018Q2,31489105,0.219681165048556
2348,海悅,其他,2018Q2,61414,-5.238469965591198
2349,錸德,光電業,2018Q2,817954,2.124381507205917
2351,順德,半導體業,2018Q2,922345,12.442154180747156
2352,佳世達,電腦及週邊設備業,2018Q2,13805901,20.51271956892345
2353,宏碁,電腦及週邊設備業,2018Q2,23478664,10.593073559224218
2354,鴻準,其他電子業,2018Q2,11974492,18.09824079906637
2355,敬鵬,電子零組件業,2018Q2,1526323,-21.44988472147886
2356,英業達,電腦及週邊設備業,2018Q2,44905962,7.1770854977724206
2357,華碩,電腦及週邊設備業,2018Q2,38535063,-0.8394524267532584
2359,所羅門,其他電子業,2018Q2,379423,10.24194227902828
2360,致茂,其他電子業,2018Q2,2221849,90.3480470436648
2362,藍天,電腦及週邊設備業,2018Q2,2092733,81.09336194736979
2363,矽統,半導體業,2018Q2,24796,30.54648836474676
2364,倫飛,電腦及週邊設備業,2018Q2,78634,41.32638389647735
2365,昆盈,電腦及週邊設備業,2018Q2,165191,-25.340438129070456
2367,燿華,電子零組件業,2018Q2,1535447,16.153407977680832
2368,金像電,電子零組件業,2018Q2,1698608,3.858509497389792
2369,菱生,半導體業,2018Q2,415426,-16.867747144884003
2371,大同,電機機械,2018Q2,5488490,-3.94204974405502
2373,震旦行,其他電子業,2018Q2,1279129,-0.4823667714647378
2374,佳能,光電業,2018Q2,588480,-38.18091285260925
2375,凱美,電子零組件業,2018Q2,240650,-10.419148302561048
2376,技嘉,電腦及週邊設備業,2018Q2,3819904,-31.016052534582684
2377,微星,電腦及週邊設備業,2018Q2,8529808,-13.843804290735727
2379,瑞昱,半導體業,2018Q2,3619550,12.441663635231173
2380,虹光,電腦及週邊設備業,2018Q2,160419,10.10906644885408
2382,廣達,電腦及週邊設備業,2018Q2,65750707,-28.42653308635981
2383,台光電,電子零組件業,2018Q2,1897243,-4.084845476058913
2385,群光,電子零組件業,2018Q2,7452135,2.9423262665599874
2387,精元,電腦及週邊設備業,2018Q2,910622,-9.727861753929608
2388,威盛,半導體業,2018Q2,383289,-31.46386863858983
2390,云辰,其他電子業,2018Q2,60267,1.9608174866346348
2392,正崴,電子零組件業,2018Q2,6646528,-2.746626215442568
2393,億光,光電業,2018Q2,1990548,-16.13027996769166
2395,研華,電腦及週邊設備業,2018Q2,4392065,0.531651665728965
2397,友通,電腦及週邊設備業,2018Q2,517071,37.67046695031231
2399,映泰,電腦及週邊設備業,2018Q2,252951,-44.105773246448486
2401,凌陽,半導體業,2018Q2,580781,-8.976627479990032
2402,毅嘉,電子零組件業,2018Q2,573132,-9.385385474012402
2404,漢唐,其他電子業,2018Q2,929014,-15.27313286778339
2405,輔信,電腦及週邊設備業,2018Q2,310285,-49.5112787460358
2406,國碩,光電業,2018Q2,684043,-24.50098175665459
2408,南亞科,半導體業,2018Q2,8585538,104.74257589368648
2409,友達,光電業,2018Q2,24833116,-13.090361488581252
2412,中華電,通信網路業,2018Q2,16845033,-9.89231711679944
2413,環科,電子零組件業,2018Q2,280012,-8.250243290267406
2414,精技,電子通路業,2018Q2,1342279,-12.356989415812944
2415,錩新,電子零組件業,2018Q2,187014,3.266169332795874
2417,圓剛,電腦及週邊設備業,2018Q2,288880,24.138938665360303
2419,仲琦,通信網路業,2018Q2,506570,-22.656935866802044
2420,新巨,電子零組件業,2018Q2,238806,4.404737442672834
2421,建準,電子零組件業,2018Q2,1042779,0.6303516439613336
2423,固緯,其他電子業,2018Q2,255807,18.57738840216938
2424,隴華,通信網路業,2018Q2,4,-98.36734693877553
2425,承啟,電腦及週邊設備業,2018Q2,307187,-43.53221667487739
2426,鼎元,光電業,2018Q2,279393,1.1406665170394077
2427,三商電,資訊服務業,2018Q2,423757,94.8747074053465
2428,興勤,電子零組件業,2018Q2,516386,3.110161538307941
2429,銘旺科,光電業,2018Q2,84632,-10.270465123676036
2430,燦坤,電子通路業,2018Q2,1603270,-0.4705590216345408
2431,聯昌,電子零組件業,2018Q2,201775,7.658693529540447
2433,互盛電,其他電子業,2018Q2,354888,11.79793155807294
2434,統懋,半導體業,2018Q2,27147,20.86282890343261
2436,偉詮電,半導體業,2018Q2,224073,9.276716524181788
2438,翔耀,光電業,2018Q2,39206,1.6568568983846292
2439,美律,通信網路業,2018Q2,2590379,36.67519486556347
2440,太空梭,電子零組件業,2018Q2,274744,7.628785207819172
2441,超豐,半導體業,2018Q2,1031225,4.144048976409602
2442,新美齊,建材營造,2018Q2,221397,63.5422822361423
2444,兆勁,通信網路業,2018Q2,120855,-19.219971927010228
2449,京元電子,半導體業,2018Q2,1716196,4.496171042400751
2450,神腦,通信網路業,2018Q2,2147714,-35.24613814489249
2451,創見,半導體業,2018Q2,1527044,-10.811631650386998
2453,凌群,資訊服務業,2018Q2,403870,14.249908768674134
2454,聯發科,半導體業,2018Q2,21060302,-3.806279770353347
2455,全新,通信網路業,2018Q2,172834,-8.056261902988648
2457,飛宏,電子零組件業,2018Q2,1007718,6.252965477101772
2458,義隆,半導體業,2018Q2,727538,10.750368768048324
2459,敦吉,其他電子業,2018Q2,887259,11.085945657644665
2460,建通,電子零組件業,2018Q2,345740,7.4891730478064735
2461,光群雷,其他電子業,2018Q2,413422,-5.340187065679058
2462,良得電,電子零組件業,2018Q2,383215,5.479663204947881
2464,盟立,其他電子業,2018Q2,1164168,21.472611565987982
2465,麗臺,電腦及週邊設備業,2018Q2,334657,33.247728485311804
2466,冠西電,光電業,2018Q2,229122,60.7275890370599
2467,志聖,電子零組件業,2018Q2,591529,15.956066273043056
2468,華經,資訊服務業,2018Q2,124131,-9.97171453437772
2471,資通,資訊服務業,2018Q2,62265,-1.881529806646812
2472,立隆電,電子零組件業,2018Q2,744205,32.86100925129165
2474,可成,其他電子業,2018Q2,7199129,-1.2300947702141976
2476,鉅祥,電子零組件業,2018Q2,403900,-10.360577296524724
2477,美隆電,其他電子業,2018Q2,256771,-7.408515916860188
2478,大毅,電子零組件業,2018Q2,562286,67.94934213473917
2480,敦陽科,資訊服務業,2018Q2,402274,30.011570258617905
2481,強茂,半導體業,2018Q2,964247,-4.771277525556536
2482,連宇,其他電子業,2018Q2,101528,8.757083328869989
2483,百容,電子零組件業,2018Q2,168620,5.085379533840209
2484,希華,電子零組件業,2018Q2,230465,-29.05735068229181
2485,兆赫,通信網路業,2018Q2,797600,-1.2916487735091338
2486,一詮,光電業,2018Q2,329756,-8.665473822990123
2488,漢平,其他電子業,2018Q2,213717,25.651578309923742
2489,瑞軒,光電業,2018Q2,957190,-18.26384862429584
2491,吉祥全,光電業,2018Q2,17144,-41.990931853556205
2492,華新科,電子零組件業,2018Q2,4275884,144.25262438742396
2493,揚博,電子零組件業,2018Q2,221100,7.625806828470457
2495,普安,電腦及週邊設備業,2018Q2,127568,-12.70836184480635
2496,卓越,其他,2018Q2,72073,-5.152129283571091
2497,怡利電,汽車工業,2018Q2,172467,1.9748473040969208
2498,宏達電,通信網路業,2018Q2,2229913,-67.64193988769719
2501,國建,建材營造,2018Q2,934738,51.41993957703927
2504,國產,建材營造,2018Q2,1487199,22.070955842821228
2505,國揚,建材營造,2018Q2,9600,-98.13866193059536
2506,太設,建材營造,2018Q2,52206,-53.92029657089898
2509,全坤建,建材營造,2018Q2,57054,-3.70145323813864
2511,太子,建材營造,2018Q2,726767,18.73337689919948
2514,龍邦,其他,2018Q2,12616,-97.90374438176576
2515,中工,建材營造,2018Q2,844242,-18.901799402888727
2516,新建,建材營造,2018Q2,804815,6.198397816956327
2520,冠德,建材營造,2018Q2,696621,-36.48390764458684
2524,京城,建材營造,2018Q2,154908,-62.979992543805146
2527,宏璟,建材營造,2018Q2,32568,179.6256546750236
2528,皇普,建材營造,2018Q2,0,-100.0
2530,華建,建材營造,2018Q2,5678,616.9191919191919
2534,宏盛,建材營造,2018Q2,478831,-11.768098530300572
2535,達欣工,建材營造,2018Q2,1380670,38.92192552970983
2536,宏普,建材營造,2018Q2,108143,30.771742284995646
2537,聯上發,建材營造,2018Q2,20704,-88.55190184184771
2538,基泰,建材營造,2018Q2,11760,7.377647918188459
2539,櫻花建,建材營造,2018Q2,634454,795.3121472115602
2540,愛山林,建材營造,2018Q2,117022,31.649585438018203
2542,興富發,建材營造,2018Q2,6632323,662.2965478797074
2543,皇昌,建材營造,2018Q2,310996,0.6153467877085935
2545,皇翔,建材營造,2018Q2,1062836,56.854399537185984
2546,根基,建材營造,2018Q2,921595,-0.985742986989267
2547,日勝生,建材營造,2018Q2,5340835,2423.8094112977155
2548,華固,建材營造,2018Q2,849324,16.88583000631686
2596,綠意,建材營造,2018Q2,13689,-83.63342898134864
2597,潤弘,建材營造,2018Q2,775034,19.15570738486989
2601,益航,貿易百貨,2018Q2,585423,11.800676430539829
2603,長榮,航運業,2018Q2,13522678,6.856522796627353
2605,新興,航運業,2018Q2,298713,13.019148477315808
2606,裕民,航運業,2018Q2,850088,11.166208970838236
2607,榮運,航運業,2018Q2,643490,3.580879654370908
2608,嘉里大榮,航運業,2018Q2,826181,0.0683125468588946
2609,陽明,航運業,2018Q2,12080221,4.1575789117180655
2610,華航,航運業,2018Q2,14077976,10.680697671676056
2611,志信,航運業,2018Q2,82184,-7.949059710352706
2612,中航,航運業,2018Q2,323550,23.116906837545045
2613,中櫃,航運業,2018Q2,249099,10.951801916164465
2614,東森,其他,2018Q2,1639863,24.53451337111196
2615,萬海,航運業,2018Q2,5422543,6.673026013848006
2616,山隆,油電燃氣業,2018Q2,1619002,18.272018000116883
2617,台航,航運業,2018Q2,279311,39.42336010542447
2618,長榮航,航運業,2018Q2,16083615,11.39228031079772
2630,亞航,航運業,2018Q2,272370,29.25560691337402
2633,台灣高鐵,航運業,2018Q2,3701825,13.325428954883204
2634,漢翔,航運業,2018Q2,2303171,0.3977688328830372
2636,台驊控股,航運業,2018Q2,880491,-1.4480181950867894
2637,慧洋-KY,航運業,2018Q2,1088369,25.457511066027298
2640,大車隊,數位雲端,2018Q2,164551,30.83485727916037
2641,正德,航運業,2018Q2,72302,13.6806025062499
2642,宅配通,航運業,2018Q2,287065,18.31535649371257
2643,捷迅,航運業,2018Q2,211028,1.714946739287608
2701,萬企,觀光餐旅,2018Q2,29572,-2.0373008248583826
2702,華園,觀光餐旅,2018Q2,105588,-14.464858559346748
2704,國賓,觀光餐旅,2018Q2,244092,0.6419692003216031
2705,六福,觀光餐旅,2018Q2,259790,8.162458105210566
2706,第一店,觀光餐旅,2018Q2,27037,-0.2324723247232472
2707,晶華,觀光餐旅,2018Q2,595212,8.199904018149295
2712,遠雄來,觀光餐旅,2018Q2,38131,12.242434946426467
2718,全心投控,建材營造,2018Q2,14150,-5.097250167672703
2719,燦星旅,觀光餐旅,2018Q2,255601,8.70670993369597
2722,夏都,觀光餐旅,2018Q2,58881,-3.035043804755945
2723,美食-KY,觀光餐旅,2018Q2,2004353,15.357848506108455
