代號,名稱,成交,漲跌 價,漲跌 幅,平均 業外 損益 (億),22Q1 業外 損益 (億),22Q2 業外 損益 (億),22Q3 業外 損益 (億),22Q4 業外 損益 (億),23Q1 業外 損益 (億),23Q2 業外 損益 (億),23Q3 業外 損益 (億),23Q4 業外 損益 (億),24Q1 業外 損益 (億),24Q2 業外 損益 (億),24Q3 業外 損益 (億),24Q4 業外 損益 (億),17Q1 業外 損益 (億),17Q2 業外 損益 (億),17Q3 業外 損益 (億),17Q4 業外 損益 (億),18Q1 業外 損益 (億),18Q2 業外 損益 (億),18Q3 業外 損益 (億),18Q4 業外 損益 (億),19Q1 業外 損益 (億),19Q2 業外 損益 (億),19Q3 業外 損益 (億),19Q4 業外 損益 (億),季度,14Q1 業外 損益 (億),14Q2 業外 損益 (億),14Q3 業外 損益 (億),14Q4 業外 損益 (億),15Q1 業外 損益 (億),15Q2 業外 損益 (億),15Q3 業外 損益 (億),15Q4 業外 損益 (億),16Q1 業外 損益 (億),16Q2 業外 損益 (億),16Q3 業外 損益 (億),16Q4 業外 損益 (億)
6412,群電,100.5,-0.5,-0.5,0.59,0.31,1.36,-0.34,0.13,0.11,1.07,-0.31,1.2,0.58,2.28,-1.36,2.04,,,,,,,,,,,,,,,,,,,,,,,,,
6414,樺漢,261,+3,+1.16,3.94,3.55,4.46,6.99,-8.73,2.77,8.11,6.02,0.2,7.18,5.51,4.67,6.53,,,,,,,,,,,,,,,,,,,,,,,,,
6415,矽力*-KY,459,+41.5,+9.94,1.79,0.39,3.22,1.58,2.09,3.63,1.51,4.69,1.26,1.56,0.8,0.68,0.13,,,,,,,,,,,,,,,,,,,,,,,,,
6416,瑞祺電通,88.1,+0.1,+0.11,0.16,0.23,0.25,0.29,-0.04,0.01,0.3,0.23,-0.22,0.27,0.2,0.09,0.27,,,,,,,,,,,,,,,,,,,,,,,,,
6423,億而得-創,72.3,-2.2,-2.95,0.01,,0.03,0,-0.01,0,0.01,0.02,0,0.01,0.01,-0.01,0.02,,,,,,,,,,,,,,,,,,,,,,,,,
6438,迅得,153,+1,+0.66,0.34,0.13,0.15,0.26,-0.1,-0.01,0.06,0.26,0.21,0.14,0.2,-0.02,2.79,,,,,,,,,,,,,,,,,,,,,,,,,
6442,光聖,335,-8,-2.33,0.24,0.28,0.54,0.9,-0.36,-0.19,0.42,0.45,-0.46,0.37,0.31,-0.42,1.01,,,,,,,,,,,,,,,,,,,,,,,,,
6446,藥華藥,495,+5,+1.02,1.98,0.16,0.52,1.56,-0.38,-0.32,2.05,8.36,-0.83,3.17,4.84,1.47,3.11,,,,,,,,,,,,,,,,,,,,,,,,,
6449,鈺邦,95,+0.2,+0.21,0.31,0.46,0.73,0.95,-0.42,-0.08,0.5,0.61,-0.58,0.9,0.31,-0.28,0.64,,,,,,,,,,,,,,,,,,,,,,,,,
6451,訊芯-KY,139,0,0,0.5,0.12,0.82,0.99,-0.96,0.33,0.71,0.07,1.73,-0.44,0.68,1.29,0.65,,,,,,,,,,,,,,,,,,,,,,,,,
6456,GIS-KY,42,+0.7,+1.69,2.89,0.86,1.54,3.32,3.54,5.36,6.51,0.49,5.18,1.57,1.93,2.5,1.86,,,,,,,,,,,,,,,,,,,,,,,,,
6464,台數科,79.8,+0.1,+0.13,-0.65,-0.24,-0.41,-0.82,-1.4,-0.42,-0.35,-0.32,-2.45,-0.35,-0.23,-0.41,-0.42,,,,,,,,,,,,,,,,,,,,,,,,,
6472,保瑞,679,+12,+1.8,0.25,0.01,0,1.39,-2.22,-1.05,-3.28,-2.96,-4.56,0.91,7.69,4.99,2.12,,,,,,,,,,,,,,,,,,,,,,,,,
6491,晶碩,327,+1,+0.31,0.03,0.05,-0.02,0.2,-0.25,-0.11,0.03,0.25,-0.19,-0.01,0.01,0.49,-0.03,,,,,,,,,,,,,,,,,,,,,,,,,
代號,名稱,成交,漲跌 價,漲跌 幅,平均 業外 損益 (億),22Q1 業外 損益 (億),22Q2 業外 損益 (億),22Q3 業外 損益 (億),22Q4 業外 損益 (億),23Q1 業外 損益 (億),23Q2 業外 損益 (億),23Q3 業外 損益 (億),23Q4 業外 損益 (億),24Q1 業外 損益 (億),24Q2 業外 損益 (億),24Q3 業外 損益 (億),24Q4 業外 損益 (億),,,,,,,,,,,,,,,,,,,,,,,,,
6504,南六,53.4,+0.2,+0.38,0.2,0.39,0.85,0.58,-0.52,-0.1,0.5,0.52,-0.73,0.53,0.31,-0.63,0.64,,,,,,,,,,,,,,,,,,,,,,,,,
6505,台塑化,35.5,-0.35,-0.98,23.4,11.8,29.8,69.8,4.17,10.8,45.5,30.5,6.18,29,20.9,6.07,16.2,,,,,,,,,,,,,,,,,,,,,,,,,
6515,穎崴,820,+1,+0.12,0.09,0.19,0.04,0.33,-0.21,0.03,-0.04,0.29,-0.24,0.27,0.09,0.03,0.27,,,,,,,,,,,,,,,,,,,,,,,,,
6525,捷敏-KY,65,+0.8,+1.25,0.43,0.68,1.21,1.18,-0.37,0.02,0.69,0.32,-0.12,0.67,0.18,-0.14,0.87,,,,,,,,,,,,,,,,,,,,,,,,,
6526,達發,499,-5,-0.99,0.71,1.29,1.01,0.91,0.81,0.24,0.77,0.5,0.32,0.61,0.62,0.47,1.03,,,,,,,,,,,,,,,,,,,,,,,,,
6531,愛普*,230.5,+2.5,+1.1,2.24,2.18,2.9,5.4,-0.99,0.19,2.6,3.89,0.99,3.64,2.14,0.26,3.66,,,,,,,,,,,,,,,,,,,,,,,,,
6533,晶心科,288.5,+5,+1.76,0.76,1.27,1.48,2.72,-0.93,-0.05,1.03,1.8,-1.09,1.49,0.66,-0.2,0.93,,,,,,,,,,,,,,,,,,,,,,,,,
6534,正瀚-創,76,+1,+1.33,0.1,0.12,0.17,0.44,-0.17,-0.03,0.15,0.24,-0.23,0.27,0.16,-0.08,0.17,,,,,,,,,,,,,,,,,,,,,,,,,
6552,易華電,25.1,-0.35,-1.38,0.26,0.26,0.24,0.65,-0.25,0.26,0.6,0.27,-0.1,0.32,0.69,-0.07,0.3,,,,,,,,,,,,,,,,,,,,,,,,,
6558,興能高,47.2,-0.55,-1.15,0.09,0.16,0.1,0.27,-0.17,0,0.11,0.33,-0.26,0.26,0.12,-0.05,0.18,,,,,,,,,,,,,,,,,,,,,,,,,
6579,研揚,126,+1.5,+1.2,1.25,0,0.18,1.96,0.55,1.54,2,1.77,-0.96,4.44,1.49,-0.17,2.27,,,,,,,,,,,,,,,,,,,,,,,,,
6581,鋼聯,100,0,0,0.03,0.05,0.1,0.11,-0.08,-0.02,0.03,0.01,-0.11,0.06,0.07,0,0.1,,,,,,,,,,,,,,,,,,,,,,,,,
6582,申豐,42.2,+0.1,+0.24,0.28,0.12,0.16,0.67,-0.04,0.06,0.15,0.73,-0.13,0.18,0.14,1.18,0.19,,,,,,,,,,,,,,,,,,,,,,,,,
6585,鼎基,122,-1.5,-1.21,0.08,0.17,0.14,0.18,-0.13,-0.02,0.06,0.07,-0.19,0.48,0.22,-0.14,0.17,,,,,,,,,,,,,,,,,,,,,,,,,
6591,動力-KY,44.6,-0.45,-1,0.19,0.08,0.47,0.38,-0.14,-0.01,0.36,0.23,-0.05,0.2,0.13,0.35,0.27,,,,,,,,,,,,,,,,,,,,,,,,,
6592,和潤企業,67.9,-0.1,-0.15,1.35,0.88,1.5,1.49,2.18,0.4,0.65,1.24,0.77,0.46,5.35,0.75,0.57,,,,,,,,,,,,,,,,,,,,,,,,,
6605,帝寶,175.5,-1.5,-0.85,0.55,1.94,-0.23,2.82,-2.23,-0.63,3.53,0.28,-0.43,1.55,0.87,-1.05,0.18,,,,,,,,,,,,,,,,,,,,,,,,,
6606,建德工業,24.95,-0.25,-0.99,0.07,0.17,0,0.05,0.11,0.1,0.03,0.05,0.02,0.02,0.45,0.16,-0.31,,,,,,,,,,,,,,,,,,,,,,,,,
代號,名稱,成交,漲跌 價,漲跌 幅,平均 業外 損益 (億),22Q1 業外 損益 (億),22Q2 業外 損益 (億),22Q3 業外 損益 (億),22Q4 業外 損益 (億),23Q1 業外 損益 (億),23Q2 業外 損益 (億),23Q3 業外 損益 (億),23Q4 業外 損益 (億),24Q1 業外 損益 (億),24Q2 業外 損益 (億),24Q3 業外 損益 (億),24Q4 業外 損益 (億),,,,,,,,,,,,,,,,,,,,,,,,,
6625,必應,68.5,+0.3,+0.44,0.07,-0.05,-0.04,0.01,-0.09,0.06,0.17,0.25,0.13,0.31,0.02,0.07,0,,,,,,,,,,,,,,,,,,,,,,,,,
6641,基士德-KY,23.35,+0.6,+2.64,0.18,0.19,0.28,0.16,0.23,0.07,0.08,0.14,0.28,0.2,0.26,0.12,0.15,,,,,,,,,,,,,,,,,,,,,,,,,
6655,科定,127,+2.5,+2.01,0.01,0.28,0.1,-0.01,-0.11,0.01,-0.22,0.06,-0.13,0.07,-0.04,-0.03,0.12,,,,,,,,,,,,,,,,,,,,,,,,,
6658,聯策,54.9,+0.1,+0.18,0.08,0.17,0.15,0.15,0.13,-0.01,0.11,0.1,-0.04,0.06,0.03,-0.01,0.17,,,,,,,,,,,,,,,,,,,,,,,,,
6666,羅麗芬-KY,40.55,+0.55,+1.38,0.11,0.1,0.13,0.16,0.06,0.13,0.09,0.13,0.07,0.13,0.08,0.05,0.18,,,,,,,,,,,,,,,,,,,,,,,,,
6669,緯穎,1880,+40,+2.17,0.31,0.65,-0.66,5.7,-5.05,-3.17,0.66,0.12,-1.88,0.46,0,0.34,6.51,,,,,,,,,,,,,,,,,,,,,,,,,
6670,復盛應用,311.5,-5.5,-1.74,1.21,1.22,3.65,4.52,-2.43,-0.35,3.98,0.78,-1.73,1.95,1.31,-0.89,2.48,,,,,,,,,,,,,,,,,,,,,,,,,
6671,三能-KY,40.65,+0.1,+0.25,0.07,0.01,0,0.04,0.04,0.04,0.07,0.12,0.12,0.08,0.12,0.03,0.15,,,,,,,,,,,,,,,,,,,,,,,,,
6672,騰輝電子-KY,64.8,+0.5,+0.78,0.14,0.02,0.2,0.16,0,0.03,0.48,0,0.06,0.11,0.26,-0.01,0.39,,,,,,,,,,,,,,,,,,,,,,,,,
6689,伊雲谷,84.7,-2.6,-2.98,0.14,0,-0.01,-0.07,0.21,0.17,0.21,0.1,0.29,0.22,0.18,0.32,0.1,,,,,,,,,,,,,,,,,,,,,,,,,
6691,洋基工程,396,-4.5,-1.12,0.14,0.11,0.03,0.09,0.06,0.09,0.07,0.21,0.15,0.08,0.06,0.68,0.1,,,,,,,,,,,,,,,,,,,,,,,,,
6715,嘉基,116,0,0,0.15,0.14,0.35,0.77,-0.29,-0.17,0.41,0.31,-0.31,0.29,0.14,-0.05,0.25,,,,,,,,,,,,,,,,,,,,,,,,,
6719,力智,168.5,+2.5,+1.51,0.35,0.68,0.58,0.69,-0.17,0.36,0.42,0.83,-0.6,1.02,0.63,-0.04,-0.18,,,,,,,,,,,,,,,,,,,,,,,,,
6742,澤米,46.4,+0.3,+0.65,0.11,0.16,0.14,0.43,-0.18,-0.05,0.2,0.23,-0.14,0.21,0.12,-0.11,0.27,,,,,,,,,,,,,,,,,,,,,,,,,
6743,安普新,30.5,-0.6,-1.93,-0.28,0.45,0.18,-0.05,-0.38,-0.56,-0.18,-0.63,-0.31,-0.78,-0.29,-0.08,-0.69,,,,,,,,,,,,,,,,,,,,,,,,,
6753,龍德造船,101,0,0,-0.27,-0.07,-0.43,-0.59,-0.04,-0.11,-0.08,-0.13,-0.47,-0.11,-0.77,0.13,-0.51,,,,,,,,,,,,,,,,,,,,,,,,,
6754,匯僑設計,60,-0.1,-0.17,0.1,0.21,0.12,0.04,0.09,0.13,0.07,0.1,0,0.13,0.1,0.18,0.05,,,,,,,,,,,,,,,,,,,,,,,,,
6756,威鋒電子,92.5,+1.1,+1.2,0.3,0.52,0.42,0.59,-0.14,0.14,0.26,0.36,-0.18,0.88,0.06,0.09,0.62,,,,,,,,,,,,,,,,,,,,,,,,,
代號,名稱,成交,漲跌 價,漲跌 幅,平均 業外 損益 (億),22Q1 業外 損益 (億),22Q2 業外 損益 (億),22Q3 業外 損益 (億),22Q4 業外 損益 (億),23Q1 業外 損益 (億),23Q2 業外 損益 (億),23Q3 業外 損益 (億),23Q4 業外 損益 (億),24Q1 業外 損益 (億),24Q2 業外 損益 (億),24Q3 業外 損益 (億),24Q4 業外 損益 (億),,,,,,,,,,,,,,,,,,,,,,,,,
6757,台灣虎航,89.5,+4,+4.68,-0.85,-2.21,-2.48,-4.47,1.46,-0.16,-1.1,-1.37,1.83,-1.59,-0.18,0.38,-0.3,,,,,,,,,,,,,,,,,,,,,,,,,
6768,志強-KY,101,0,0,0.68,0.36,0.2,1.28,-0.74,0.24,1.11,1.12,0.37,1.36,1.08,0.44,1.29,,,,,,,,,,,,,,,,,,,,,,,,,
6771,平和環保-創,54.5,-0.1,-0.18,-0.03,,-0.04,-0.01,-0.02,-0.02,-0.03,-0.02,-0.02,-0.02,-0.02,-0.02,-0.08,,,,,,,,,,,,,,,,,,,,,,,,,
6776,展碁國際,50.5,-0.5,-0.98,0.02,0.03,0.05,0.29,-0.17,-0.1,0,0.09,0.13,-0.06,0,-0.11,0.07,,,,,,,,,,,,,,,,,,,,,,,,,
6781,AES-KY,761,+10,+1.33,0.66,0.22,0.17,0.57,0.28,0.67,0.81,0.95,0.51,0.67,0.79,1.26,1.03,,,,,,,,,,,,,,,,,,,,,,,,,
6782,視陽,159,-0.5,-0.31,-0.07,0.06,0.01,0.18,-0.22,-0.11,-0.06,0.01,-0.2,-0.08,-0.25,0,-0.18,,,,,,,,,,,,,,,,,,,,,,,,,
6789,采鈺,194,+2,+1.04,0.11,0.01,0.06,0.19,0.06,0.14,0.07,0.09,0.07,0.14,0.13,0.11,0.28,,,,,,,,,,,,,,,,,,,,,,,,,
6790,永豐實,42.1,+0.1,+0.24,0.1,0.11,-0.31,0.17,0.19,0.15,0.18,0.21,0.22,-0.09,0.2,0.17,-0.03,,,,,,,,,,,,,,,,,,,,,,,,,
6792,詠業,50.1,-0.2,-0.4,0.12,0.07,0.07,0.12,0.31,-0.01,0.02,0.18,-0.03,0.04,0.02,0.06,0.64,,,,,,,,,,,,,,,,,,,,,,,,,
6796,晉弘,73.5,-0.1,-0.14,0.04,0.08,0.09,0.17,-0.07,-0.02,0.05,0.08,-0.09,0.08,0.03,-0.05,0.1,,,,,,,,,,,,,,,,,,,,,,,,,
6799,來頡,107,+1.5,+1.42,0.07,0.04,0.07,0.09,0.01,0,0.07,0.11,-0.09,0.2,0.13,-0.04,0.24,,,,,,,,,,,,,,,,,,,,,,,,,
6805,富世達,429.5,+3,+0.7,0.32,0.11,0.3,0.87,-0.68,-0.05,0.46,0.44,-0.54,0.54,0.64,0.47,1.32,,,,,,,,,,,,,,,,,,,,,,,,,
6806,森崴能源,83.4,-1.3,-1.53,-0.18,0.32,-0.07,0.26,0.06,-0.04,-0.09,-0.31,0.26,0.53,-0.72,-1.98,-0.37,,,,,,,,,,,,,,,,,,,,,,,,,
6807,峰源-KY,66.8,0,0,0.24,0.05,0.67,0.44,-0.04,0.11,0.37,0.19,0.04,0.28,0.3,-0.02,0.53,,,,,,,,,,,,,,,,,,,,,,,,,
6830,汎銓,117.5,-0.5,-0.42,-0.03,0,-0.04,0.01,-0.03,-0.04,0,-0.02,0,-0.08,-0.1,-0.1,0.05,,,,,,,,,,,,,,,,,,,,,,,,,
6834,天二科技,24.55,0,0,0.09,0.27,0.08,0.27,-0.13,0.04,0,0.31,-0.09,0.2,0.1,0.04,0.02,,,,,,,,,,,,,,,,,,,,,,,,,
6835,圓裕,39,+0.05,+0.13,0.21,0.2,0.44,0.63,-0.29,-0.1,0.35,0.29,0.07,0.38,0.26,-0.29,0.57,,,,,,,,,,,,,,,,,,,,,,,,,
6854,錼創科技-KY創,148.5,-3,-1.98,0.25,0.54,0.87,0.77,-0.12,0.07,0.2,0.23,-0.01,0.14,0.12,0.12,0.11,,,,,,,,,,,,,,,,,,,,,,,,,
代號,名稱,成交,漲跌 價,漲跌 幅,平均 業外 損益 (億),22Q1 業外 損益 (億),22Q2 業外 損益 (億),22Q3 業外 損益 (億),22Q4 業外 損益 (億),23Q1 業外 損益 (億),23Q2 業外 損益 (億),23Q3 業外 損益 (億),23Q4 業外 損益 (億),24Q1 業外 損益 (億),24Q2 業外 損益 (億),24Q3 業外 損益 (億),24Q4 業外 損益 (億),,,,,,,,,,,,,,,,,,,,,,,,,
6861,睿生光電,48.1,+0.3,+0.63,0.34,0.39,0.64,0.5,0.03,0.19,0.36,0.3,0.07,0.45,0.53,0.3,0.36,,,,,,,,,,,,,,,,,,,,,,,,,
6862,三集瑞-KY,118.5,-2,-1.66,0.25,,,,0.89,-0.06,0.35,0.4,-0.64,0.51,0.27,-0.25,0.77,,,,,,,,,,,,,,,,,,,,,,,,,
6863,永道-KY,163,-3,-1.81,0.32,0.17,0.35,0.23,0.22,0.19,0.68,0.19,0.35,0.29,0.25,0.21,0.75,,,,,,,,,,,,,,,,,,,,,,,,,
6869,雲豹能源,143.5,+2,+1.41,1.16,-0.38,-1.81,0.06,-0.06,0.14,0.78,2.23,0.7,-0.02,1.25,0.49,10.5,,,,,,,,,,,,,,,,,,,,,,,,,
6873,泓德能源,192.5,0,0,-0.11,-0.01,0,-0.15,-0.18,-0.01,0.1,0.14,-0.12,-0.34,-0.18,-0.11,-0.42,,,,,,,,,,,,,,,,,,,,,,,,,
6887,寶綠特-KY,95,+0.3,+0.32,0.17,,,,0.22,,,0,0.07,,,0.19,0.36,,,,,,,,,,,,,,,,,,,,,,,,,
6890,來億-KY,312,+11.5,+3.83,1.36,,,,2.72,0.32,1.22,1.62,0.5,1.39,1.63,-0.31,3.15,,,,,,,,,,,,,,,,,,,,,,,,,
6906,現觀科,139.5,+12.5,+9.84,0.08,0.15,0.17,0.28,-0.06,0,0.05,0.06,0,0.08,0.06,0.02,0.11,,,,,,,,,,,,,,,,,,,,,,,,,
6914,阜爾運通,126.5,-1.5,-1.17,-0.15,,-0.17,-0.14,-0.18,0.01,-0.13,-0.25,-0.25,-0.2,-0.06,-0.18,-0.11,,,,,,,,,,,,,,,,,,,,,,,,,
6916,華凌,22.6,+2.05,+9.98,0.09,0.06,0.15,0.45,-0.23,-0.04,0.25,0.07,-0.12,0.2,0.14,-0.09,0.28,,,,,,,,,,,,,,,,,,,,,,,,,
6923,中台,71.7,-0.2,-0.28,-0.05,,-0.04,,-0.15,-0.08,-0.03,0,-0.15,0.03,-0.02,-0.06,0.01,,,,,,,,,,,,,,,,,,,,,,,,,
6924,榮惠-KY創,71.5,0,0,0.09,,,,0.08,,,0,0.11,,,0.34,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,
6931,青松健康,57,0,0,0.04,,,,0.13,,,0,0.09,,,-0.01,0,,,,,,,,,,,,,,,,,,,,,,,,,
6933,AMAX-KY,179.5,-1,-0.55,0,,-0.16,-0.06,-0.11,-0.04,0,-0.04,-0.07,0.15,0.05,0.22,0.04,,,,,,,,,,,,,,,,,,,,,,,,,
6937,天虹,192.5,+10.5,+5.77,0.19,,0.3,0.31,0.17,0.03,0.09,0.23,0.08,0.18,0.36,0.22,0.11,,,,,,,,,,,,,,,,,,,,,,,,,
6951,青新-創,67,0,0,0.01,,-0.01,0,0,0.01,0,0,0,0,0.01,0.08,0.03,,,,,,,,,,,,,,,,,,,,,,,,,
6952,大武山,47.6,0,0,-0.04,,0.04,0.03,0.04,-0.26,-0.06,-0.05,-0.02,0,-0.04,0.09,-0.19,,,,,,,,,,,,,,,,,,,,,,,,,
6955,邦睿生技-創,143,0,0,0.02,,0.05,,0.08,0,0.02,0.03,-0.01,0.03,0.02,0,0.03,,,,,,,,,,,,,,,,,,,,,,,,,
代號,名稱,成交,漲跌 價,漲跌 幅,平均 業外 損益 (億),22Q1 業外 損益 (億),22Q2 業外 損益 (億),22Q3 業外 損益 (億),22Q4 業外 損益 (億),23Q1 業外 損益 (億),23Q2 業外 損益 (億),23Q3 業外 損益 (億),23Q4 業外 損益 (億),24Q1 業外 損益 (億),24Q2 業外 損益 (億),24Q3 業外 損益 (億),24Q4 業外 損益 (億),,,,,,,,,,,,,,,,,,,,,,,,,
6957,裕慶-KY,179.5,+2,+1.13,0.21,,,,0.64,-0.14,0.5,0.37,-0.42,0.42,0.25,-0.27,0.55,,,,,,,,,,,,,,,,,,,,,,,,,
6958,日盛台駿,20.6,+0.1,+0.49,0.54,,1.02,0.02,0.12,0.85,0.53,1.14,0.71,0.33,0.6,0.27,0.3,,,,,,,,,,,,,,,,,,,,,,,,,
6962,奕力-KY,47.3,-0.8,-1.66,4.89,,,,23.9,,,5.01,-6.38,,,-2.82,4.73,,,,,,,,,,,,,,,,,,,,,,,,,
6965,中傑-KY,115,-2,-1.71,0.35,,,,0.2,,,0.01,-0.46,,,0.3,1.67,,,,,,,,,,,,,,,,,,,,,,,,,
6988,威力暘-創,20.2,0,0,0.01,,,,0.03,-0.02,0.02,0.01,-0.01,0,0.02,0,0.02,,,,,,,,,,,,,,,,,,,,,,,,,
6994,富威電力,99.1,-2.4,-2.36,-0.04,,-0.01,,-0.02,0.01,0.01,-0.01,0.24,0.03,-0.26,-0.27,-0.13,,,,,,,,,,,,,,,,,,,,,,,,,
7631,聚賢研發-創,98.7,-0.3,-0.3,0.01,,,,0.01,,,0,0.02,,,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,
7705,三商餐飲,60,+0.3,+0.5,-0.14,,-0.35,,-0.36,-0.11,-0.06,0.15,-0.98,-0.03,0.43,0.02,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,
7722,LINEPAY,607,+5,+0.83,0.22,,0.09,,0.22,0.13,0.19,0.22,0.08,0.21,0.41,0.11,0.55,,,,,,,,,,,,,,,,,,,,,,,,,
7732,金興精密,39.1,0,0,0.09,,,,0.46,,,0.19,-0.17,,,-0.21,0.18,,,,,,,,,,,,,,,,,,,,,,,,,
7736,虎山,105,+1,+0.96,0.59,,,,1.73,,,1.06,-0.68,,,-0.19,1.02,,,,,,,,,,,,,,,,,,,,,,,,,
8011,台通,20.6,+0.25,+1.23,0.19,0.03,-0.25,-0.15,-0.31,-0.19,0.09,-0.29,0.18,0.03,0.14,0.23,2.72,,,,,,,,,,,,,,,,,,,,,,,,,
8016,矽創,194.5,-3,-1.52,0.87,1.2,1.01,1.43,0,0.67,0.99,1.29,0.42,1.1,1.02,0.54,0.82,,,,,,,,,,,,,,,,,,,,,,,,,
8021,尖點,25.85,0,0,0.09,0.05,0.08,0.1,0.15,0.13,0.16,0.14,0.12,0.06,0.03,0.05,-0.01,,,,,,,,,,,,,,,,,,,,,,,,,
8028,昇陽半導體,105.5,-1.5,-1.4,0.17,0,0.43,0.52,-0.31,0,0.62,0.9,-0.31,0.35,0.03,-0.31,0.17,,,,,,,,,,,,,,,,,,,,,,,,,
8033,雷虎,59.2,-2.3,-3.74,0.11,0.03,0.09,0.18,-0.07,-0.11,0.14,0.22,0.07,0.31,0.22,-0.38,0.57,,,,,,,,,,,,,,,,,,,,,,,,,
8039,台虹,41.5,+0.4,+0.97,0.22,1.24,0.62,1.22,-0.79,-0.12,0.12,0.75,-0.8,0.41,0.3,-0.29,-0.04,,,,,,,,,,,,,,,,,,,,,,,,,
8045,達運光電,95.3,-1.7,-1.75,0.12,,0.31,,0.45,-0.04,0.15,0.29,-0.5,0.37,0.13,0.02,0.03,,,,,,,,,,,,,,,,,,,,,,,,,
代號,名稱,成交,漲跌 價,漲跌 幅,平均 業外 損益 (億),22Q1 業外 損益 (億),22Q2 業外 損益 (億),22Q3 業外 損益 (億),22Q4 業外 損益 (億),23Q1 業外 損益 (億),23Q2 業外 損益 (億),23Q3 業外 損益 (億),23Q4 業外 損益 (億),24Q1 業外 損益 (億),24Q2 業外 損益 (億),24Q3 業外 損益 (億),24Q4 業外 損益 (億),,,,,,,,,,,,,,,,,,,,,,,,,
8046,南電,88.8,-0.4,-0.45,3.33,4.28,6.95,10,-3.37,-0.17,5.29,4.12,-1.48,5.53,3.87,-0.58,5.48,,,,,,,,,,,,,,,,,,,,,,,,,
8070,長華*,37.75,0,0,2.66,2.36,2.5,6.86,-0.95,0.14,5.89,5.17,-1.13,2.98,3.66,1.81,2.57,,,,,,,,,,,,,,,,,,,,,,,,,
8072,陞泰,36.2,-1.3,-3.47,0.26,0.27,0.27,0.51,-0.02,0.12,0.29,0.44,-0.07,0.39,0.35,0.06,0.47,,,,,,,,,,,,,,,,,,,,,,,,,
8081,致新,215.5,+5.5,+2.62,0.59,0.92,1.17,1.83,-1.25,-0.1,1.21,1.57,-0.67,0.95,0.51,0.04,0.93,,,,,,,,,,,,,,,,,,,,,,,,,
8103,瀚荃,40.5,-0.25,-0.61,0.26,0.23,0.54,0.82,-0.26,-0.09,0.64,0.37,-0.48,0.79,0.48,-0.63,0.76,,,,,,,,,,,,,,,,,,,,,,,,,
8104,錸寶,31.9,-0.1,-0.31,0.13,0.12,-0.03,0.15,0.04,0.22,0.13,0.19,0.14,0.1,0.42,0.19,-0.12,,,,,,,,,,,,,,,,,,,,,,,,,
8105,凌巨,12.05,+0.2,+1.69,0.7,1.01,0.88,1.66,-0.54,0.26,0.66,1.34,-0.55,1.38,0.95,0.11,1.25,,,,,,,,,,,,,,,,,,,,,,,,,
8112,至上,50.7,-0.4,-0.78,-3.58,-1.73,-1.95,-1.07,-4.86,-2.91,-2.21,-2.32,-4.79,-4.55,-5.52,-6.22,-4.87,,,,,,,,,,,,,,,,,,,,,,,,,
8114,振樺電,241.5,-5,-2.03,-0.09,-0.03,0.08,0.7,-0.77,-0.43,0,0.08,-0.83,0.15,-0.05,-0.15,0.17,,,,,,,,,,,,,,,,,,,,,,,,,
8131,福懋科,25.65,-0.1,-0.39,1.01,1.27,2.74,2.75,-0.91,0.12,1.79,1.28,-0.33,1.41,0.54,0.41,1.02,,,,,,,,,,,,,,,,,,,,,,,,,
8150,南茂,25.4,+0.1,+0.4,1.29,2.29,3.09,4.03,-1.3,0.43,2.22,2.31,-1.37,1.56,1.28,-0.65,1.55,,,,,,,,,,,,,,,,,,,,,,,,,
8162,微矽電子-創,33.15,0,0,0.08,,0.21,0.04,-0.03,0,0.07,0.06,-0.04,0.07,0.07,0.27,0.14,,,,,,,,,,,,,,,,,,,,,,,,,
8163,達方,36.3,-0.4,-1.09,1.82,0.15,0.14,1.32,0.71,-0.32,0.51,17.8,-0.18,0.1,0.15,0.82,0.61,,,,,,,,,,,,,,,,,,,,,,,,,
8210,勤誠,226.5,+3.5,+1.57,0.23,0.18,0.74,1.59,-0.49,-0.16,0.35,0.44,-0.95,0.5,0.25,-0.15,0.45,,,,,,,,,,,,,,,,,,,,,,,,,
8213,志超,29,-0.05,-0.17,0.39,0.84,1.34,1.12,-0.06,-0.19,0.58,-0.33,0.13,0.43,0.28,-0.14,0.66,,,,,,,,,,,,,,,,,,,,,,,,,
8215,明基材,23.4,-0.4,-1.68,0.83,1.24,0.73,7.91,0.7,-0.36,0.69,0.11,-0.06,-0.42,0.52,-1.6,0.43,,,,,,,,,,,,,,,,,,,,,,,,,
8222,寶一,55.7,-4.1,-6.86,0.08,0.12,0.14,0.35,-0.14,-0.03,0.26,0.14,-0.13,0.13,0.05,-0.03,0.16,,,,,,,,,,,,,,,,,,,,,,,,,
8249,菱光,42.1,-0.6,-1.41,0.22,-0.08,-0.01,2.19,-1.05,-0.24,0.1,1.22,-0.15,-0.21,-0.1,1.39,-0.38,,,,,,,,,,,,,,,,,,,,,,,,,
