代號,名稱,成交,漲跌 價,漲跌 幅,平均 營益 (億),22Q1 營益 (億),22Q2 營益 (億),22Q3 營益 (億),22Q4 營益 (億),23Q1 營益 (億),23Q2 營益 (億),23Q3 營益 (億),23Q4 營益 (億),24Q1 營益 (億),24Q2 營益 (億),24Q3 營益 (億),24Q4 營益 (億),17Q1 營益 (億),17Q2 營益 (億),17Q3 營益 (億),17Q4 營益 (億),18Q1 營益 (億),18Q2 營益 (億),18Q3 營益 (億),18Q4 營益 (億),19Q1 營益 (億),19Q2 營益 (億),19Q3 營益 (億),19Q4 營益 (億),季度,14Q1 營益 (億),14Q2 營益 (億),14Q3 營益 (億),14Q4 營益 (億),15Q1 營益 (億),15Q2 營益 (億),15Q3 營益 (億),15Q4 營益 (億),16Q1 營益 (億),16Q2 營益 (億),16Q3 營益 (億),16Q4 營益 (億)
6538,倉和,95,+0.3,+0.32,0.93,0.4,0.49,0.5,0.43,0.48,0.89,1.58,1.67,1.41,1.83,1.02,0.4,,,,,,,,,,,,,,,,,,,,,,,,,
6542,隆中,53.9,-1,-1.82,0.26,0.3,0.37,0.17,0.24,0.35,0.35,0.16,0.39,0.43,0.27,0.23,-0.14,,,,,,,,,,,,,,,,,,,,,,,,,
6546,正基,91.4,+0.7,+0.77,0.8,1.4,1.79,1.38,0.46,0.57,0.6,0.7,0.8,0.37,0.45,0.64,0.44,,,,,,,,,,,,,,,,,,,,,,,,,
6548,長科*,35,0,0,5.19,8.16,8.57,8.28,6.21,4.04,3.91,2.89,3.65,3.31,4.26,4.68,4.32,,,,,,,,,,,,,,,,,,,,,,,,,
6556,勝品,75.9,-0.1,-0.13,0.72,0.59,0.67,0.85,1.15,0.86,0.75,0.34,0.45,1,1.07,0.64,0.3,,,,,,,,,,,,,,,,,,,,,,,,,
6561,是方,403.5,+1.5,+0.37,2.94,2.46,2.51,2.46,2.96,2.81,2.69,2.79,3.2,3.01,2.94,3.28,4.18,,,,,,,,,,,,,,,,,,,,,,,,,
6568,宏觀,95,-0.9,-0.94,0.21,0.19,0.6,0.05,0.52,0.14,0.05,0.26,-0.25,0.24,0.41,0.26,0.11,,,,,,,,,,,,,,,,,,,,,,,,,
6569,醫揚,124,-1,-0.8,0.38,0.33,0.22,0.17,0.74,0.31,0.5,0.47,0.89,0.23,0.12,-0.03,0.57,,,,,,,,,,,,,,,,,,,,,,,,,
6570,維田,39.8,-1.2,-2.93,0.32,0.26,0.35,0.77,0.5,0.37,0.44,0.25,0.09,0.21,0.24,0.25,0.13,,,,,,,,,,,,,,,,,,,,,,,,,
6574,霈方,53.5,0,0,0.16,0.24,0.15,-0.04,0.16,-0.02,0.14,0.19,0.25,0.09,0.23,0.21,0.26,,,,,,,,,,,,,,,,,,,,,,,,,
6577,勁豐,88.7,-1.8,-1.99,0.76,0.53,0.32,0.44,0.66,0.63,0.54,0.86,0.98,0.76,1.05,1.4,0.94,,,,,,,,,,,,,,,,,,,,,,,,,
6578,達邦蛋白,17.3,-0.05,-0.29,-0.08,-0.23,-0.18,-0.14,-0.09,-0.14,-0.08,-0.12,0.05,-0.01,0.03,-0.04,0,,,,,,,,,,,,,,,,,,,,,,,,,
6584,南俊國際,122,-3,-2.4,0.25,0.29,0.29,0.32,-0.05,-0.03,-0.41,0.12,0.41,0.44,0.51,0.6,0.49,,,,,,,,,,,,,,,,,,,,,,,,,
6590,普鴻,71.6,+0.2,+0.28,0.3,0.2,0.34,0.27,0.42,0.25,0.25,0.42,0.45,0.23,0.23,0.28,0.29,,,,,,,,,,,,,,,,,,,,,,,,,
6593,台灣銘板,44.85,+1.35,+3.1,0.06,0.13,-0.01,-0.05,-0.03,0.08,0.11,0.23,0.2,0.01,0.01,0.02,0.08,,,,,,,,,,,,,,,,,,,,,,,,,
6596,寬宏藝術,86.9,+1.3,+1.52,0.36,-0.04,-0.26,0.05,-0.05,0.08,0.03,0.73,1.02,0.89,0.41,0.83,0.66,,,,,,,,,,,,,,,,,,,,,,,,,
6603,富強鑫,15.05,0,0,0.35,0.52,0.82,0.56,0.68,0.04,0.24,-0.11,0.21,0.01,0.41,0.36,0.43,,,,,,,,,,,,,,,,,,,,,,,,,
6609,瀧澤科,49.45,-0.45,-0.9,0.56,0.62,1.07,0.87,1,0.32,0.24,0.3,0.72,-0.17,0.65,1.07,0.05,,,,,,,,,,,,,,,,,,,,,,,,,
代號,名稱,成交,漲跌 價,漲跌 幅,平均 營益 (億),22Q1 營益 (億),22Q2 營益 (億),22Q3 營益 (億),22Q4 營益 (億),23Q1 營益 (億),23Q2 營益 (億),23Q3 營益 (億),23Q4 營益 (億),24Q1 營益 (億),24Q2 營益 (億),24Q3 營益 (億),24Q4 營益 (億),,,,,,,,,,,,,,,,,,,,,,,,,
6612,奈米醫材,108,0,0,0.3,0.36,0.3,0.42,0.17,0.31,0.39,0.36,0.02,0.34,0.2,0.32,0.38,,,,,,,,,,,,,,,,,,,,,,,,,
6613,朋億*,158.5,-1,-0.63,3.82,2.52,2.77,3.19,3.35,1.69,4.89,3.13,5.06,3.24,2.55,7.18,6.25,,,,,,,,,,,,,,,,,,,,,,,,,
6615,慧智,32.25,-0.65,-1.98,-0.01,0.09,0.02,-0.04,-0.03,-0.03,-0.03,-0.02,-0.08,0.08,0.04,-0.07,-0.09,,,,,,,,,,,,,,,,,,,,,,,,,
6624,萬年清,36.15,+0.4,+1.12,0.05,-0.12,-0.05,0.04,0.41,-0.12,0,0.1,0.27,-0.16,-0.06,0.03,0.26,,,,,,,,,,,,,,,,,,,,,,,,,
6629,泰金-KY,104,+5.4,+5.48,0.68,0.52,0.37,0.84,0.24,0.31,0.48,0.69,0.5,1.31,0.91,1.43,0.57,,,,,,,,,,,,,,,,,,,,,,,,,
6637,醫影,74.4,-0.1,-0.13,0.51,,0.64,0.48,0.34,0.48,0.67,0.65,0.31,0.6,0.44,0.55,0.41,,,,,,,,,,,,,,,,,,,,,,,,,
6640,均華,351,-1,-0.28,0.67,0.85,0.98,0.36,0.26,0.27,0.09,-0.1,0.93,1.38,0.64,0.78,1.62,,,,,,,,,,,,,,,,,,,,,,,,,
6642,富致,54.7,-0.4,-0.73,0.28,0.47,0.37,0.23,0.17,0.18,0.15,0.17,0.29,0.29,0.36,0.36,0.31,,,,,,,,,,,,,,,,,,,,,,,,,
6643,M31,517,+18,+3.61,0.72,0.24,0.73,0.65,2.06,0.45,0.87,1.46,1.69,0.03,1.07,0.45,-1.01,,,,,,,,,,,,,,,,,,,,,,,,,
6651,全宇昕,78.2,-0.8,-1.01,0.71,0.86,1.07,0.56,0.98,0.64,0.7,0.44,0.52,0.32,0.66,0.96,0.76,,,,,,,,,,,,,,,,,,,,,,,,,
6661,威健生技,19.3,0,0,0.01,-0.04,0.18,0.06,-0.02,-0.05,0.04,-0.01,-0.02,-0.05,-0.01,0.06,-0.01,,,,,,,,,,,,,,,,,,,,,,,,,
6662,樂斯科,34.5,+2.3,+7.14,0.13,0.09,0.13,0.13,0.14,0.07,0.14,0.12,0.18,0.04,0.15,0.13,0.23,,,,,,,,,,,,,,,,,,,,,,,,,
6664,群翊,174.5,+1,+0.58,1.86,1.32,1.42,1.55,1.69,1.64,1.86,1.73,1.78,2.11,2.32,2.4,2.48,,,,,,,,,,,,,,,,,,,,,,,,,
6667,信紘科,178,+1,+0.56,0.89,0.34,0.65,0.69,0.64,0.71,0.74,1.25,0.88,0.82,1.04,1.54,1.43,,,,,,,,,,,,,,,,,,,,,,,,,
6679,鈺太,208.5,+5.5,+2.71,1.04,1.79,1.96,0.7,0.68,0.63,0.78,0.98,1.2,0.78,1.25,1.02,0.76,,,,,,,,,,,,,,,,,,,,,,,,,
6680,鑫創電子,75.2,+0.4,+0.53,0.17,0.03,0.12,0.2,0.33,0.09,0.18,0.27,0.22,-0.03,0.2,0.28,0.15,,,,,,,,,,,,,,,,,,,,,,,,,
6683,雍智科技,280,-0.5,-0.18,1.14,1.18,1.27,0.95,1.06,1.14,0.97,0.88,1.24,1.15,1.03,1.31,1.47,,,,,,,,,,,,,,,,,,,,,,,,,
6690,安碁資訊,168.5,-2.5,-1.46,0.59,0.33,0.44,0.54,0.55,0.49,0.54,0.65,0.65,0.56,0.71,0.83,0.83,,,,,,,,,,,,,,,,,,,,,,,,,
代號,名稱,成交,漲跌 價,漲跌 幅,平均 營益 (億),22Q1 營益 (億),22Q2 營益 (億),22Q3 營益 (億),22Q4 營益 (億),23Q1 營益 (億),23Q2 營益 (億),23Q3 營益 (億),23Q4 營益 (億),24Q1 營益 (億),24Q2 營益 (億),24Q3 營益 (億),24Q4 營益 (億),,,,,,,,,,,,,,,,,,,,,,,,,
6692,進能服,35.95,-0.75,-2.04,0.18,0.24,0.04,0.54,1.03,0.08,0.14,-0.02,0.02,-0.38,-0.11,-0.01,0.61,,,,,,,,,,,,,,,,,,,,,,,,,
6693,廣閎科,58.8,-0.6,-1.01,0.19,0.52,0.62,0.12,-0.36,0.1,-0.02,0.02,0.1,0.18,0.41,0.26,0.36,,,,,,,,,,,,,,,,,,,,,,,,,
6697,東捷資訊,42.3,+0.05,+0.12,0.16,0.22,0.18,0.22,-0.1,0.23,0.19,0.18,0.16,0.21,0.16,0.18,0.15,,,,,,,,,,,,,,,,,,,,,,,,,
6703,軒郁,132.5,-1,-0.75,0.9,0.41,0.43,0.49,0.89,0.89,1.17,1.41,1.54,1.21,1.19,0.29,0.9,,,,,,,,,,,,,,,,,,,,,,,,,
6712,長聖,169.5,+2,+1.19,0.87,0.49,0.61,0.75,0.98,0.24,0.62,1.18,1.34,0.72,0.78,0.94,1.76,,,,,,,,,,,,,,,,,,,,,,,,,
6716,應廣,54.7,0,0,0.35,0.68,0.73,0.3,0.11,0.07,0.28,0.08,0.41,0.35,0.6,0.25,0.29,,,,,,,,,,,,,,,,,,,,,,,,,
6720,久昌,136,+0.5,+0.37,0.19,,0,,-0.14,0.01,0.08,0.08,0.31,0.36,0.42,0.42,0.39,,,,,,,,,,,,,,,,,,,,,,,,,
6721,信實,56,+0.5,+0.9,0.2,0.13,0.16,0.2,0.23,0.11,0.2,0.2,0.2,0.22,0.28,0.28,0.19,,,,,,,,,,,,,,,,,,,,,,,,,
6727,亞泰金屬,60.4,+1.3,+2.2,0.29,0.56,0.38,0.09,0.09,0.35,0.14,0.18,0.29,0.4,0.6,0.12,0.26,,,,,,,,,,,,,,,,,,,,,,,,,
6728,上洋,149,+1,+0.68,0.91,1.06,1.64,0.56,0.7,0.65,0.75,0.55,1.06,0.49,1.09,1.11,1.26,,,,,,,,,,,,,,,,,,,,,,,,,
6732,昇佳電子,180.5,+1,+0.56,1.71,3.81,2.88,1.17,1.06,1.03,1.57,1.83,2.14,2.18,1.02,0.95,0.93,,,,,,,,,,,,,,,,,,,,,,,,,
6735,美達科技,43.25,-0.05,-0.12,0.17,0.5,0.47,0.21,-0.04,-0.16,-0.05,-0.08,0.41,0.28,0.35,0.07,0.09,,,,,,,,,,,,,,,,,,,,,,,,,
6739,竹陞科技,201.5,-1.5,-0.74,0.23,,-0.15,,0.32,0.21,0.14,0.12,0.23,0.19,0.31,0.38,0.52,,,,,,,,,,,,,,,,,,,,,,,,,
6741,91APP*-KY,82.6,+0.1,+0.12,1.14,0.8,0.88,0.8,1.63,0.96,0.93,0.9,1.45,1.1,1.15,1.14,1.9,,,,,,,,,,,,,,,,,,,,,,,,,
6747,亨泰光,136,+2,+1.49,0.51,0.79,0.51,0.88,0.3,0.64,0.27,0.88,0.28,0.39,0.22,0.67,0.3,,,,,,,,,,,,,,,,,,,,,,,,,
6751,智聯服務,46.25,-1.45,-3.04,0.18,0.1,0.18,0.09,0.36,0.47,0.32,0.28,0.25,-0.01,0.4,-0.72,0.39,,,,,,,,,,,,,,,,,,,,,,,,,
6752,叡揚,137.5,+8,+6.18,0.57,0.26,0.51,0.51,0.64,0.39,0.48,0.56,0.88,0.35,0.57,0.6,1.02,,,,,,,,,,,,,,,,,,,,,,,,,
6761,穩得,95.4,+4.7,+5.18,0.52,0.54,0.6,0.55,0.64,0.34,0.34,0.27,0.52,0.35,0.74,0.72,0.61,,,,,,,,,,,,,,,,,,,,,,,,,
代號,名稱,成交,漲跌 價,漲跌 幅,平均 營益 (億),22Q1 營益 (億),22Q2 營益 (億),22Q3 營益 (億),22Q4 營益 (億),23Q1 營益 (億),23Q2 營益 (億),23Q3 營益 (億),23Q4 營益 (億),24Q1 營益 (億),24Q2 營益 (億),24Q3 營益 (億),24Q4 營益 (億),,,,,,,,,,,,,,,,,,,,,,,,,
6762,達亞,239.5,0,0,0.23,0.06,0.17,0.53,0.57,0.51,0.31,0.03,0.26,-0.15,0.13,0.16,0.23,,,,,,,,,,,,,,,,,,,,,,,,,
6763,綠界科技*,54.6,-0.6,-1.09,1.02,0.92,1.02,1.1,1.21,1.04,1.03,1.03,1.09,0.96,0.91,0.97,0.97,,,,,,,,,,,,,,,,,,,,,,,,,
6785,昱展新藥,120.5,-0.5,-0.41,0.23,-0.1,-0.12,-0.14,-0.1,-0.16,-0.19,-0.14,4.35,-0.22,-0.17,-0.1,-0.19,,,,,,,,,,,,,,,,,,,,,,,,,
6788,華景電,170.5,-2.5,-1.45,1.23,0.85,1.09,0.97,1.43,1.04,0.55,1.2,0.82,0.89,1.81,1.97,2.08,,,,,,,,,,,,,,,,,,,,,,,,,
6791,虎門科技,114.5,-0.5,-0.43,0.21,0.13,0.21,0.25,0.24,0.22,0.24,0.25,0.16,0.24,0.24,0.25,0.11,,,,,,,,,,,,,,,,,,,,,,,,,
6803,崑鼎,286.5,-0.5,-0.17,3.7,3.46,3.7,4.08,2.96,4.08,3.74,4.2,2.6,4.04,4.15,4.43,2.92,,,,,,,,,,,,,,,,,,,,,,,,,
6811,宏碁資訊,208,-4,-1.89,1.48,1.43,1.14,1.37,1.23,1.47,1.68,1.54,1.38,1.74,1.79,1.78,1.24,,,,,,,,,,,,,,,,,,,,,,,,,
6821,聯寶,36.25,+0.25,+0.69,0.1,0.09,0.08,0.11,0.2,0.17,0.07,0.12,0.1,-0.02,0.03,0.12,0.08,,,,,,,,,,,,,,,,,,,,,,,,,
6829,千附精密,127,-14,-9.93,0.78,1,1.01,0.84,0.48,0.54,0.57,0.94,0.51,0.47,1.13,0.79,1.03,,,,,,,,,,,,,,,,,,,,,,,,,
6840,東研信超,41.7,0,0,0.03,0.31,0.38,0.47,0.08,-0.08,-0.04,-0.32,-0.32,0.05,0.04,-0.01,-0.2,,,,,,,,,,,,,,,,,,,,,,,,,
6841,長佳智能,67,+0.4,+0.6,-0.12,-0.19,-0.14,-0.18,-0.21,-0.34,-0.19,-0.19,-0.34,-0.02,0.06,0.05,0.21,,,,,,,,,,,,,,,,,,,,,,,,,
6843,進典,50.7,+0.2,+0.4,0.35,0.18,0.27,0.63,0.47,0.51,0.52,0.3,0.32,0.1,0.27,0.33,0.34,,,,,,,,,,,,,,,,,,,,,,,,,
6844,諾貝兒,116,-4,-3.33,0.68,0.91,1.74,0.94,0.92,0.9,0.68,0.44,0.48,0.27,0.28,0.28,0.36,,,,,,,,,,,,,,,,,,,,,,,,,
6846,綠茵,70.5,+0.4,+0.57,0.41,0.56,0.35,0.34,0.42,0.39,0.37,0.34,0.5,0.47,0.27,0.38,0.56,,,,,,,,,,,,,,,,,,,,,,,,,
6855,數泓科,135.5,+1.5,+1.12,0.39,0.24,0.3,0.36,0.33,0.31,0.34,0.41,0.42,0.45,0.53,0.53,0.47,,,,,,,,,,,,,,,,,,,,,,,,,
6856,鑫傳,57,0,0,0.32,0.35,0.28,0.31,0.5,0.33,0.26,0.31,0.31,0.32,0.23,0.34,0.36,,,,,,,,,,,,,,,,,,,,,,,,,
6859,伯特光,140.5,-2,-1.4,0.28,0.29,0.87,0.54,0.3,0.35,0.83,0.06,-0.28,-0.08,0.13,0.19,0.13,,,,,,,,,,,,,,,,,,,,,,,,,
6865,偉康科技,70.3,+3.3,+4.93,0.1,0.13,0.23,0.15,0.14,0.03,0.12,0.04,0.03,0.02,0.09,0.08,0.15,,,,,,,,,,,,,,,,,,,,,,,,,
代號,名稱,成交,漲跌 價,漲跌 幅,平均 營益 (億),22Q1 營益 (億),22Q2 營益 (億),22Q3 營益 (億),22Q4 營益 (億),23Q1 營益 (億),23Q2 營益 (億),23Q3 營益 (億),23Q4 營益 (億),24Q1 營益 (億),24Q2 營益 (億),24Q3 營益 (億),24Q4 營益 (億),,,,,,,,,,,,,,,,,,,,,,,,,
6870,騰雲,184.5,+4,+2.22,0.21,0,0.22,0.26,0,0.1,0.18,0.22,0.3,0.12,0.18,0.3,0.64,,,,,,,,,,,,,,,,,,,,,,,,,
6874,倍力,80,+0.1,+0.13,0.3,0.31,0.26,0.16,0.46,0.39,0.31,0.2,0.26,0.38,0.33,0.23,0.32,,,,,,,,,,,,,,,,,,,,,,,,,
6877,鏵友益,77.5,-0.1,-0.13,0.03,0.05,0.05,0.08,0.12,0.16,-0.05,-0.01,-0.28,0.03,0.14,-0.03,0.13,,,,,,,,,,,,,,,,,,,,,,,,,
6881,潤德,232,0,0,0.51,,0.51,0.45,0.25,0.23,0.47,0.58,0.46,0.53,0.6,0.75,0.76,,,,,,,,,,,,,,,,,,,,,,,,,
6894,衛司特,161.5,-10.5,-6.1,0.59,0.73,0.67,0.46,0.51,0.48,0.45,0.59,0.65,0.65,0.68,0.65,0.61,,,,,,,,,,,,,,,,,,,,,,,,,
6895,宏碩系統,110.5,+10,+9.95,0.28,0.19,0.33,0.35,0.54,0.28,0.31,0.11,0.3,0.11,0.12,0.26,0.46,,,,,,,,,,,,,,,,,,,,,,,,,
6899,創為精密,51.8,0,0,0.58,,1.48,1.16,0.72,0.55,0.3,0.38,0.49,0.26,0.31,0.49,0.25,,,,,,,,,,,,,,,,,,,,,,,,,
6903,巨漢,98.5,-0.3,-0.3,2.78,2.57,7.53,3.37,2.32,2.69,2.61,2.56,2.42,2.33,2.37,1.39,1.19,,,,,,,,,,,,,,,,,,,,,,,,,
6904,伯鑫,139,+1,+0.72,0.53,0.42,0.54,0.51,0.58,0.39,0.48,0.66,0.61,0.53,0.58,0.56,0.45,,,,,,,,,,,,,,,,,,,,,,,,,
6913,鴻呈,107,+5,+4.9,1.01,,1.9,,4.47,0.86,0.11,0.28,0.22,0.27,0.47,0.63,0.88,,,,,,,,,,,,,,,,,,,,,,,,,
6922,宸曜,159,-3.5,-2.15,0.48,0.5,0.63,0.75,0.39,0.46,0.21,0.43,0.25,0.55,0.54,0.57,0.51,,,,,,,,,,,,,,,,,,,,,,,,,
6953,家碩,165,-4,-2.37,0.7,,0.82,0.67,0.93,0.69,0.88,0.76,0.27,0.57,0.57,0.9,0.68,,,,,,,,,,,,,,,,,,,,,,,,,
6967,汎瑋材料,43.65,-0.7,-1.58,0.39,,0.75,,1.08,0.21,0.45,0.51,0.1,0.19,0.19,0.26,0.11,,,,,,,,,,,,,,,,,,,,,,,,,
6968,萬達寵物,60.2,+0.1,+0.17,0.32,,0.3,,0.84,0.35,0.24,0.16,0.28,0.36,0.25,0.14,0.26,,,,,,,,,,,,,,,,,,,,,,,,,
6982,大井泵浦,50,-0.3,-0.6,0.36,,0.66,,0.96,0.15,0.44,0.16,0.11,0.27,0.47,0.38,-0.02,,,,,,,,,,,,,,,,,,,,,,,,,
6996,力領科技,174,+1,+0.58,2.3,,4.67,,6.96,0.94,1.08,1.45,1.48,1.47,1.9,1.92,1.16,,,,,,,,,,,,,,,,,,,,,,,,,
6997,博弘,111.5,0,0,0.41,,0.46,,0.95,0.32,0.24,0.39,0.19,0.42,0.5,0.33,0.29,,,,,,,,,,,,,,,,,,,,,,,,,
7402,邑錡,84.8,-9.4,-9.98,0.1,0,0.27,0.21,0.05,0.01,0.18,0.1,0.14,0.01,0.16,0.09,0,,,,,,,,,,,,,,,,,,,,,,,,,
代號,名稱,成交,漲跌 價,漲跌 幅,平均 營益 (億),22Q1 營益 (億),22Q2 營益 (億),22Q3 營益 (億),22Q4 營益 (億),23Q1 營益 (億),23Q2 營益 (億),23Q3 營益 (億),23Q4 營益 (億),24Q1 營益 (億),24Q2 營益 (億),24Q3 營益 (億),24Q4 營益 (億),,,,,,,,,,,,,,,,,,,,,,,,,
7556,意德士,131,-1,-0.76,0.3,0.33,0.37,0.33,0.19,0.28,0.27,0.25,0.28,0.29,0.36,0.4,0.24,,,,,,,,,,,,,,,,,,,,,,,,,
7584,樂意,62,-0.8,-1.27,0.35,,0.85,,1.15,0.23,0.15,0.16,-0.02,0.24,0.06,0.65,0,,,,,,,,,,,,,,,,,,,,,,,,,
7703,銳澤,129,-2,-1.53,1.29,,2.67,,4.51,0.83,0.98,0.46,0.77,0.66,0.46,0.59,0.95,,,,,,,,,,,,,,,,,,,,,,,,,
7704,明遠精密,62.8,+4.9,+8.46,0.44,,0.71,,1.5,0.27,0.38,0.35,0.24,0.23,0.39,0.25,0.11,,,,,,,,,,,,,,,,,,,,,,,,,
7708,全家餐飲,90.1,-0.4,-0.44,0.38,,0.18,,0.65,0.39,0.2,0.41,0.4,0.38,0.41,0.51,0.29,,,,,,,,,,,,,,,,,,,,,,,,,
7709,榮田,40.8,-0.45,-1.09,0.53,,,,0.93,,,0.19,0.59,,,0.47,0.49,,,,,,,,,,,,,,,,,,,,,,,,,
7712,博盛半導體,114,-3,-2.56,0.89,,1.42,,2.96,0.51,0.35,0.67,0.43,0.72,0.76,0.71,0.36,,,,,,,,,,,,,,,,,,,,,,,,,
7713,威力德生醫,58.4,+0.6,+1.04,0.8,,,,1.95,,,0.51,0.48,,,0.55,0.5,,,,,,,,,,,,,,,,,,,,,,,,,
7714,創泓科技,104,+2,+1.96,0.46,,,,0.87,,,0.34,0.28,,,0.22,0.58,,,,,,,,,,,,,,,,,,,,,,,,,
7715,裕山,44.2,-0.6,-1.34,0.59,,0.74,,1.84,-0.36,0.19,-0.02,1.54,0.51,0.43,0.44,0.61,,,,,,,,,,,,,,,,,,,,,,,,,
7718,友鋮,50.2,+0.2,+0.4,0.98,,,,2.49,,,0.67,0.54,,,0.82,0.41,,,,,,,,,,,,,,,,,,,,,,,,,
7728,光焱科技,268,+15,+5.93,0.29,,,,0.52,,,0.22,0.15,,,0.33,0.25,,,,,,,,,,,,,,,,,,,,,,,,,
7734,印能科技,1000,+49,+5.15,2.92,,,,7.98,,,0.46,1.84,,,1.65,2.68,,,,,,,,,,,,,,,,,,,,,,,,,
8032,光菱,41.55,-0.75,-1.77,0.24,0.62,0.72,0.45,0.21,0.18,-0.11,0.09,-0.13,-0.06,0.29,0.38,0.22,,,,,,,,,,,,,,,,,,,,,,,,,
8034,榮群,16,-0.1,-0.62,0.17,-0.02,0.08,0.03,0.23,0.04,0.25,0.13,0.68,0.03,0.01,0.07,0.5,,,,,,,,,,,,,,,,,,,,,,,,,
8042,金山電,31,-0.5,-1.59,0.31,0.24,0.49,0.59,0.53,-0.03,0.17,0.49,-0.18,0.05,0.32,0.68,0.35,,,,,,,,,,,,,,,,,,,,,,,,,
8043,蜜望實,23.9,-0.15,-0.62,-0.02,0.32,0.2,0.13,-0.23,-0.43,-0.31,0.3,-0.09,-0.15,0.04,-0.01,-0.02,,,,,,,,,,,,,,,,,,,,,,,,,
8048,德勝,45.6,-0.45,-0.98,0.47,0.18,0.36,0.36,0.52,0.44,0.75,0.82,0.77,0.55,0.25,0.15,0.45,,,,,,,,,,,,,,,,,,,,,,,,,
代號,名稱,成交,漲跌 價,漲跌 幅,平均 營益 (億),22Q1 營益 (億),22Q2 營益 (億),22Q3 營益 (億),22Q4 營益 (億),23Q1 營益 (億),23Q2 營益 (億),23Q3 營益 (億),23Q4 營益 (億),24Q1 營益 (億),24Q2 營益 (億),24Q3 營益 (億),24Q4 營益 (億),,,,,,,,,,,,,,,,,,,,,,,,,
8049,晶采,29.65,-0.2,-0.67,0.92,0.63,1.1,1.37,1.69,1.18,1.17,1.11,0.94,0.56,0.27,0.52,0.52,,,,,,,,,,,,,,,,,,,,,,,,,
8050,廣積,58.7,+0.2,+0.34,1.3,1.8,2.09,3.18,2.85,1.99,0.69,1.14,0.73,-0.04,0.82,0.77,-0.45,,,,,,,,,,,,,,,,,,,,,,,,,
8064,東捷,34.4,+0.1,+0.29,0.25,0.5,-0.33,0.49,1.13,0.69,-0.3,0,0.56,-0.58,0.31,0.48,0.1,,,,,,,,,,,,,,,,,,,,,,,,,
8066,來思達,21.65,+0.15,+0.7,0.2,0.39,0.46,0.19,0.29,0.03,0.19,0.22,0.41,0.13,0.05,-0.05,0.11,,,,,,,,,,,,,,,,,,,,,,,,,
8068,全達,21.3,-0.6,-2.74,-0.15,-0.03,-0.01,-0.08,-0.2,-0.1,-0.06,-0.09,-0.13,-0.25,-0.24,-0.28,-0.39,,,,,,,,,,,,,,,,,,,,,,,,,
8069,元太,226,-13,-5.44,20.1,14.3,19.7,32.2,25.8,18.1,20.3,19.3,15.1,8.33,15.8,24,28.1,,,,,,,,,,,,,,,,,,,,,,,,,
8074,鉅橡,20.5,-0.05,-0.24,0.47,0.12,0.03,0.13,3.66,0.11,0.1,0.17,0.16,0.21,0.28,0.34,0.3,,,,,,,,,,,,,,,,,,,,,,,,,
8076,伍豐,25.35,-0.05,-0.2,0.31,0.25,0.22,0.3,0.51,0.11,0.18,1.06,0.04,0.17,0.09,0.16,0.63,,,,,,,,,,,,,,,,,,,,,,,,,
8077,洛碁,38.3,-2.15,-5.32,0.1,-0.44,-0.58,-0.44,-0.22,-0.05,0.24,0.22,0.7,0.58,0.28,0.16,0.68,,,,,,,,,,,,,,,,,,,,,,,,,
8083,瑞穎,151.5,0,0,0.92,1.07,1.11,1.04,0.52,0.53,0.69,0.95,0.85,1.23,1.43,0.9,0.72,,,,,,,,,,,,,,,,,,,,,,,,,
8084,巨虹,38.45,+0.1,+0.26,-0.03,0.22,-0.48,-0.46,-0.33,-0.47,0.14,-0.22,0.75,-0.25,-0.22,0.2,0.78,,,,,,,,,,,,,,,,,,,,,,,,,
8086,宏捷科,72.1,+0.2,+0.28,0.46,0.43,0.16,-0.24,-0.71,-1.98,-0.1,1.08,1.67,2.22,2.4,0.97,-0.34,,,,,,,,,,,,,,,,,,,,,,,,,
8087,麗升能源,41,+1,+2.5,-0.03,-0.12,-0.06,-0.15,0.17,-0.11,-0.12,-0.21,0.04,0.23,-0.05,-0.04,0.02,,,,,,,,,,,,,,,,,,,,,,,,,
8088,品安,24.8,-0.2,-0.8,0.28,0.32,0.53,0.67,0.65,0.42,0.38,0.56,0.32,-0.14,-0.49,-0.23,0.39,,,,,,,,,,,,,,,,,,,,,,,,,
8089,康全電訊,62,+3.5,+5.98,0.06,0.04,-0.3,0.14,0,-1.08,-1.03,-0.53,-1.06,-1.64,2.71,2.98,0.51,,,,,,,,,,,,,,,,,,,,,,,,,
8091,翔名,102,-2,-1.92,0.96,1.16,1.15,1.39,1.23,0.84,0.81,0.71,0.87,0.92,0.94,0.89,0.6,,,,,,,,,,,,,,,,,,,,,,,,,
8096,擎亞,53.5,-4.4,-7.6,0.41,1.03,0.19,-0.39,-0.46,-0.62,-2.5,-1.18,1.17,0.9,2.15,3.27,1.37,,,,,,,,,,,,,,,,,,,,,,,,,
8097,常珵,70.1,-1.1,-1.54,0.1,0.21,1.3,0.82,0.06,0.02,-0.15,-0.29,-0.35,-0.31,-0.03,0,-0.07,,,,,,,,,,,,,,,,,,,,,,,,,
代號,名稱,成交,漲跌 價,漲跌 幅,平均 營益 (億),22Q1 營益 (億),22Q2 營益 (億),22Q3 營益 (億),22Q4 營益 (億),23Q1 營益 (億),23Q2 營益 (億),23Q3 營益 (億),23Q4 營益 (億),24Q1 營益 (億),24Q2 營益 (億),24Q3 營益 (億),24Q4 營益 (億),,,,,,,,,,,,,,,,,,,,,,,,,
