代號,名稱,成交,漲跌 價,漲跌 幅,平均 營益 (億),22Q1 營益 (億),22Q2 營益 (億),22Q3 營益 (億),22Q4 營益 (億),23Q1 營益 (億),23Q2 營益 (億),23Q3 營益 (億),23Q4 營益 (億),24Q1 營益 (億),24Q2 營益 (億),24Q3 營益 (億),24Q4 營益 (億),17Q1 營益 (億),17Q2 營益 (億),17Q3 營益 (億),17Q4 營益 (億),18Q1 營益 (億),18Q2 營益 (億),18Q3 營益 (億),18Q4 營益 (億),19Q1 營益 (億),19Q2 營益 (億),19Q3 營益 (億),19Q4 營益 (億),季度,14Q1 營益 (億),14Q2 營益 (億),14Q3 營益 (億),14Q4 營益 (億),15Q1 營益 (億),15Q2 營益 (億),15Q3 營益 (億),15Q4 營益 (億),16Q1 營益 (億),16Q2 營益 (億),16Q3 營益 (億),16Q4 營益 (億)
3062,建漢,21.4,0,0,-0.76,-1,-0.83,-0.16,-0.14,-1.1,-1.25,-1.12,-1.19,-1.25,-0.73,-0.79,0.49,,,,,,,,,,,,,,,,,,,,,,,,,
3090,日電貿,61.1,-0.7,-1.13,2.4,3,2.68,1.15,2.1,2.03,2.16,2.57,1.98,2.9,2.68,3.45,2.12,,,,,,,,,,,,,,,,,,,,,,,,,
3094,聯傑,22.9,-0.25,-1.08,0.04,0.19,0.2,0.16,0.09,0.09,0.09,-0.05,0.02,-0.09,-0.07,-0.03,-0.07,,,,,,,,,,,,,,,,,,,,,,,,,
代號,名稱,成交,漲跌 價,漲跌 幅,平均 營益 (億),22Q1 營益 (億),22Q2 營益 (億),22Q3 營益 (億),22Q4 營益 (億),23Q1 營益 (億),23Q2 營益 (億),23Q3 營益 (億),23Q4 營益 (億),24Q1 營益 (億),24Q2 營益 (億),24Q3 營益 (億),24Q4 營益 (億),,,,,,,,,,,,,,,,,,,,,,,,,
3130,一零四,220.5,+1.5,+0.68,1.3,1.44,1.56,1.42,0.61,1.03,1.44,1.72,0.96,1.03,1.76,1.82,0.86,,,,,,,,,,,,,,,,,,,,,,,,,
3138,耀登,79.4,+0.5,+0.63,0.34,0.25,0.26,0.51,-0.06,0.66,0.46,0.63,0.52,0.09,0.33,0.44,0.02,,,,,,,,,,,,,,,,,,,,,,,,,
3150,鈺寶-創,22,0,0,0.04,,0.49,0.08,-0.05,0,-0.01,-0.09,-0.17,-0.05,0.15,0.15,-0.07,,,,,,,,,,,,,,,,,,,,,,,,,
3164,景岳,19.15,-0.15,-0.78,0.09,0.23,0.18,-0.01,0.22,0.02,0.06,-0.03,0.03,0.3,0.1,0.02,-0.02,,,,,,,,,,,,,,,,,,,,,,,,,
3167,大量,64.7,+0.5,+0.78,0.11,0.75,0.57,-0.28,0.02,-0.34,-0.2,-0.19,0.27,-0.57,0.09,0.47,0.74,,,,,,,,,,,,,,,,,,,,,,,,,
3168,眾福科,46.5,-0.25,-0.53,1.17,,2.55,1.38,1.74,1.17,1,1.18,0.62,0.81,0.88,0.85,0.73,,,,,,,,,,,,,,,,,,,,,,,,,
3189,景碩,70.2,+0.7,+1.01,9.99,21.9,28.9,29.2,18.5,2.59,1.39,-1.4,7.85,3.21,3.55,4.22,-0.03,,,,,,,,,,,,,,,,,,,,,,,,,
3209,全科,35.55,0,0,3.04,2.46,3.65,3,3.18,2.85,2.91,4.01,2.52,2.78,3.59,4.28,1.29,,,,,,,,,,,,,,,,,,,,,,,,,
3229,晟鈦,13.05,-0.4,-2.97,-0.07,-0.12,-0.08,-0.23,-0.06,0.01,-0.18,-0.08,-0.07,-0.06,0.16,-0.11,-0.04,,,,,,,,,,,,,,,,,,,,,,,,,
3231,緯創,100.5,+0.8,+0.8,78.2,38.5,61,68.4,107,47.2,53.4,68,105,70.6,86.5,114,119,,,,,,,,,,,,,,,,,,,,,,,,,
3257,虹冠電,44.85,-0.1,-0.22,0.44,0.57,0.3,-0.03,-0.07,0.34,0.81,0.91,0.74,0.48,0.64,0.46,0.19,,,,,,,,,,,,,,,,,,,,,,,,,
3266,昇陽,15.8,-0.15,-0.94,1.54,2.54,-0.89,-0.09,0.31,0.21,-0.11,4.65,2.72,1.64,0.03,0.54,7.02,,,,,,,,,,,,,,,,,,,,,,,,,
3296,勝德,19.85,-0.05,-0.25,-0.18,-0.59,-0.21,-0.11,-0.05,-0.32,-0.64,-0.04,-0.11,-0.1,-0.03,0.05,0.04,,,,,,,,,,,,,,,,,,,,,,,,,
3305,昇貿,52.2,+1.3,+2.55,1.13,1.96,1.9,0.19,-0.02,0.92,1.09,1.18,0.64,1.11,1.4,1.91,1.31,,,,,,,,,,,,,,,,,,,,,,,,,
3308,聯德,15.9,+0.1,+0.63,0.04,-0.08,-0.08,-0.05,0.66,0.03,0.48,0.34,-0.44,-0.43,0,0.21,-0.13,,,,,,,,,,,,,,,,,,,,,,,,,
3311,閎暉,39.3,+0.35,+0.9,0.16,0.18,0.33,0.35,0.14,0.17,0.21,0.26,0.17,0.11,0.16,-0.21,0.07,,,,,,,,,,,,,,,,,,,,,,,,,
3312,弘憶股,43,+0.15,+0.35,1.1,1.6,1.06,1.04,1.98,0.96,0.13,1.33,1.66,0.69,1.22,1.15,0.43,,,,,,,,,,,,,,,,,,,,,,,,,
3338,泰碩,46.05,-0.15,-0.32,0.64,0.7,0.64,0.57,0.84,0.42,0.46,0.8,0.99,0.46,0.69,0.63,0.44,,,,,,,,,,,,,,,,,,,,,,,,,
代號,名稱,成交,漲跌 價,漲跌 幅,平均 營益 (億),22Q1 營益 (億),22Q2 營益 (億),22Q3 營益 (億),22Q4 營益 (億),23Q1 營益 (億),23Q2 營益 (億),23Q3 營益 (億),23Q4 營益 (億),24Q1 營益 (億),24Q2 營益 (億),24Q3 營益 (億),24Q4 營益 (億),,,,,,,,,,,,,,,,,,,,,,,,,
3346,麗清,28.45,-0.55,-1.9,0.61,0.06,-1.32,0.57,1.38,0.42,0.98,0.76,1.38,0.2,0.97,0.91,1.04,,,,,,,,,,,,,,,,,,,,,,,,,
3356,奇偶,50.3,-0.7,-1.37,0.34,0.28,0.59,0.24,0.47,0.14,0.28,0.43,0.51,0.43,0.06,0.14,0.5,,,,,,,,,,,,,,,,,,,,,,,,,
3376,新日興,192,+8,+4.35,3.1,3.2,3.64,5.61,3.15,1.37,1.66,2.87,3.19,2.6,3.53,4.34,2.07,,,,,,,,,,,,,,,,,,,,,,,,,
3380,明泰,25.7,+0.15,+0.59,2.21,2.7,4.42,4.67,5.35,3.13,2.8,1.05,1.31,0.97,-0.95,0.46,0.59,,,,,,,,,,,,,,,,,,,,,,,,,
3406,玉晶光,358.5,-5.5,-1.51,10.7,3.45,2.41,19.9,13.5,2.37,-1.41,22.1,18.3,11.5,10.8,20,5.25,,,,,,,,,,,,,,,,,,,,,,,,,
3413,京鼎,249.5,+0.5,+0.2,6.37,5.69,6.13,8.28,9.41,5.51,4.91,4.1,5.79,4.82,6.06,8.1,7.65,,,,,,,,,,,,,,,,,,,,,,,,,
3416,融程電,130,-3,-2.26,1.4,0.91,0.91,1.59,1.55,1.36,1.51,1.53,1.37,1.52,1.56,1.58,1.4,,,,,,,,,,,,,,,,,,,,,,,,,
3443,創意,992,+26,+2.69,9.89,6.33,8.31,11.5,14.9,11,9.38,11,8.27,7.05,10.3,11.9,8.77,,,,,,,,,,,,,,,,,,,,,,,,,
3447,展達,47.85,+0.15,+0.31,0.18,0.2,0.87,0.95,0.85,0.63,-0.04,-0.5,-0.99,-0.38,-0.23,0.44,0.42,,,,,,,,,,,,,,,,,,,,,,,,,
3450,聯鈞,195.5,-4,-2.01,1.63,1.82,1.5,1.95,0.81,0.64,0.26,0.2,0.72,0.84,2.19,3.58,5.09,,,,,,,,,,,,,,,,,,,,,,,,,
3454,晶睿,107,-2,-1.83,1.25,1.13,1.49,2.38,2.83,0.74,1.08,1.55,0.85,-0.18,0.16,1.05,1.89,,,,,,,,,,,,,,,,,,,,,,,,,
3481,群創,13.65,+0.1,+0.74,-48.6,22.4,-57.4,-154,-128,-86.1,-53.4,-15.8,-31.7,-31.7,3.64,-7.9,-43.2,,,,,,,,,,,,,,,,,,,,,,,,,
3501,維熹,56.2,-0.3,-0.53,1.71,1,1.49,2.77,2.09,1.46,1.23,1.64,1.8,1.79,2,1.95,1.3,,,,,,,,,,,,,,,,,,,,,,,,,
3515,華擎,165.5,+2,+1.22,3.34,6.86,2.09,0.5,2.4,1.51,1.44,2.83,5.69,3,3.79,4.63,5.3,,,,,,,,,,,,,,,,,,,,,,,,,
3528,安馳,69.4,+6.3,+9.98,1.05,1.45,2.03,2.1,0.26,0.91,1.34,0.87,0.3,0.84,1.27,0.99,0.2,,,,,,,,,,,,,,,,,,,,,,,,,
3532,台勝科,74.2,+0.4,+0.54,9.06,11.4,13.3,13.6,13.5,10.9,10.3,10.1,9.45,3.84,4.44,3.9,3.88,,,,,,,,,,,,,,,,,,,,,,,,,
3533,嘉澤,1140,-5,-0.44,20.4,15.8,16.8,18.3,21.8,15.3,15,19.2,19.9,20.3,25.7,27.9,28.6,,,,,,,,,,,,,,,,,,,,,,,,,
3535,晶彩科,31.2,-0.6,-1.89,0.2,0.6,0.68,0.66,0.35,0.04,-0.53,0.52,-0.22,-0.26,1.03,-0.2,-0.31,,,,,,,,,,,,,,,,,,,,,,,,,
代號,名稱,成交,漲跌 價,漲跌 幅,平均 營益 (億),22Q1 營益 (億),22Q2 營益 (億),22Q3 營益 (億),22Q4 營益 (億),23Q1 營益 (億),23Q2 營益 (億),23Q3 營益 (億),23Q4 營益 (億),24Q1 營益 (億),24Q2 營益 (億),24Q3 營益 (億),24Q4 營益 (億),,,,,,,,,,,,,,,,,,,,,,,,,
3545,敦泰,62.6,+1.7,+2.79,-1.67,6.73,0.22,-29.5,-0.34,0.35,0.37,0.13,0.36,0.08,0.01,0.88,0.69,,,,,,,,,,,,,,,,,,,,,,,,,
3557,嘉威,46.65,-0.7,-1.48,1.6,2.71,0.95,1,2.04,2.2,0.58,0.94,1.4,3.78,0.95,1.23,1.37,,,,,,,,,,,,,,,,,,,,,,,,,
3563,牧德,390,-0.5,-0.13,1.12,1.84,1.87,0.97,1.65,1.9,1.79,0.9,0,-0.2,0.64,0.35,1.75,,,,,,,,,,,,,,,,,,,,,,,,,
3583,辛耘,250.5,+1.5,+0.6,2.12,1.29,1.73,1.83,2.26,1.86,0.98,1.41,2.93,2.06,2.6,4.2,2.29,,,,,,,,,,,,,,,,,,,,,,,,,
3588,通嘉,48.05,+1.65,+3.56,0.2,0.93,0.7,0.06,-0.14,-0.18,-0.17,0,0.3,0.02,0.31,0.47,0.05,,,,,,,,,,,,,,,,,,,,,,,,,
3591,艾笛森,18.3,-0.1,-0.54,0.2,0.18,0.15,0.04,0.07,0.19,0.08,0.08,0.12,0.22,0.4,0.44,0.36,,,,,,,,,,,,,,,,,,,,,,,,,
3592,瑞鼎,324,-1.5,-0.46,5.95,15.3,11.6,4.48,4.98,1.88,2.68,4,5.23,5.66,5.88,5.97,3.77,,,,,,,,,,,,,,,,,,,,,,,,,
3596,智易,213,-6,-2.74,7,4.76,5.08,5.93,6.23,6.92,6.89,8.27,9.57,7.58,6.81,8.44,7.55,,,,,,,,,,,,,,,,,,,,,,,,,
3605,宏致,48.35,+0.45,+0.94,0,1.33,0.36,-0.33,-0.79,-1.3,-1.23,-0.29,-0.48,-0.59,0.68,1.55,1.15,,,,,,,,,,,,,,,,,,,,,,,,,
3607,谷崧,14.6,0,0,-0.54,-1.32,-1.49,-0.62,-0.95,-0.48,-0.74,0.06,-0.24,-0.79,0.19,-0.21,0.17,,,,,,,,,,,,,,,,,,,,,,,,,
3617,碩天,260,0,0,4.5,1.09,3.44,3.56,3.52,3.44,4.72,4.65,5.33,4.03,7.11,7.63,5.49,,,,,,,,,,,,,,,,,,,,,,,,,
3622,洋華,48.15,0,0,0.86,0.29,0.96,0.36,0.41,0.45,0.68,1.55,0.89,1.17,1.43,1.46,0.63,,,,,,,,,,,,,,,,,,,,,,,,,
3645,達邁,50.3,-0.6,-1.18,0.19,1.37,1.13,-0.63,-0.49,-1,-0.15,0.6,-0.71,0.24,0.94,0.62,0.31,,,,,,,,,,,,,,,,,,,,,,,,,
3652,精聯,29.35,+0.55,+1.91,0.16,0.32,0.33,0.25,0.11,0.03,0.07,0.04,0.15,-0.07,0.28,0.27,0.17,,,,,,,,,,,,,,,,,,,,,,,,,
3653,健策,940,+32,+3.52,7.92,4.89,7.48,7.81,10.2,6.1,5.58,7.65,7.43,6.58,9.52,9.7,12.2,,,,,,,,,,,,,,,,,,,,,,,,,
3661,世芯-KY,2215,+45,+2.07,10.5,5.48,5.69,5.67,6.27,6.36,8.71,10.1,12.5,12.1,16.5,18.8,17.5,,,,,,,,,,,,,,,,,,,,,,,,,
3665,貿聯-KY,496.5,+10.5,+2.16,13.6,8.56,16.8,15.6,14.5,11.4,8.21,14.1,8.65,11,14.8,19.9,19.9,,,,,,,,,,,,,,,,,,,,,,,,,
3669,圓展,34.15,-0.9,-2.57,0.47,0.62,1.51,0.76,0.03,-0.16,0.27,0.47,0.48,-0.13,0.94,0.7,0.12,,,,,,,,,,,,,,,,,,,,,,,,,
代號,名稱,成交,漲跌 價,漲跌 幅,平均 營益 (億),22Q1 營益 (億),22Q2 營益 (億),22Q3 營益 (億),22Q4 營益 (億),23Q1 營益 (億),23Q2 營益 (億),23Q3 營益 (億),23Q4 營益 (億),24Q1 營益 (億),24Q2 營益 (億),24Q3 營益 (億),24Q4 營益 (億),,,,,,,,,,,,,,,,,,,,,,,,,
3673,TPK-KY,30.4,0,0,0.25,0.75,1.97,4.85,-2.07,-1.02,-1.42,2.56,-0.06,-1.44,-0.01,0.94,-2.02,,,,,,,,,,,,,,,,,,,,,,,,,
3679,新至陞,131.5,+0.5,+0.38,1.46,1.16,0.4,1.52,1.49,0.17,1.95,1,1.59,1.73,1.54,2.37,2.58,,,,,,,,,,,,,,,,,,,,,,,,,
3694,海華,43.65,-0.6,-1.36,0.8,0.04,0.06,1.78,1,0.34,1.02,1.18,0.6,0.37,1.09,1.27,0.79,,,,,,,,,,,,,,,,,,,,,,,,,
3701,大眾控,28.75,+0.15,+0.52,1.11,0.02,1.56,1.26,1.41,1.09,1.89,3.25,0.31,0.93,0.48,0.78,0.29,,,,,,,,,,,,,,,,,,,,,,,,,
3702,大聯大,64.6,-0.6,-0.92,33.2,42.2,37.8,35.6,31.5,19.4,24.7,29.6,30.2,32.5,37,38.8,38.7,,,,,,,,,,,,,,,,,,,,,,,,,
3703,欣陸,24.35,-0.3,-1.22,5.57,14.1,10.1,4.99,3.47,4.01,7.18,5.05,5.48,0.62,7.34,3.78,0.75,,,,,,,,,,,,,,,,,,,,,,,,,
3704,合勤控,30.45,+0.2,+0.66,2.98,2,2.47,7.19,6.82,5.38,2.66,2.09,2.76,-0.36,0.59,-0.75,4.93,,,,,,,,,,,,,,,,,,,,,,,,,
3705,永信,66.1,-0.6,-0.9,2.48,2.44,2.09,1.76,1.29,2.16,2.23,2.08,2.83,2.86,3.42,3.42,3.21,,,,,,,,,,,,,,,,,,,,,,,,,
3706,神達,50.3,-0.9,-1.76,0.55,0.68,-0.93,2.24,-13.9,-1.26,1.43,-0.48,0.98,0.55,4.4,5.63,7.26,,,,,,,,,,,,,,,,,,,,,,,,,
3708,上緯投控,70.4,-0.1,-0.14,0.92,0.66,1.72,0.24,2.12,0.55,0.33,0.84,0.59,0.54,0.8,1.32,1.29,,,,,,,,,,,,,,,,,,,,,,,,,
3711,日月光投控,129.5,-4,-3,133,161,206,237,198,77,94.1,114,118,75.2,90.2,115,112,,,,,,,,,,,,,,,,,,,,,,,,,
3712,永崴投控,45,+0.3,+0.67,2.78,0.63,1.57,1.42,1.91,0.82,0.94,2.66,5.74,1.12,3.9,6.04,6.6,,,,,,,,,,,,,,,,,,,,,,,,,
3715,定穎投控,39.9,-0.6,-1.48,3.34,2.43,1.59,1.78,2.53,2.26,2.16,6.4,5.59,3.93,5.49,4.56,1.4,,,,,,,,,,,,,,,,,,,,,,,,,
3716,中化控股,34.7,-0.05,-0.14,0.59,,,,,,,0.48,0.83,,,0.81,0.22,,,,,,,,,,,,,,,,,,,,,,,,,
4104,佳醫,88.5,+0.5,+0.57,1.72,1.65,1.44,1.36,1.62,1.73,1.79,1.56,1.94,1.66,1.73,1.88,2.26,,,,,,,,,,,,,,,,,,,,,,,,,
4106,雃博,21.25,+0.05,+0.24,0.43,0.43,0.59,0.64,0.18,0.56,0.67,0.23,0.49,0.49,0.29,0.02,0.52,,,,,,,,,,,,,,,,,,,,,,,,,
4119,旭富,70.3,-0.9,-1.26,0.4,0.18,0.15,0.47,0.38,0.79,0.36,0.36,0.09,0.45,0.55,0.51,0.47,,,,,,,,,,,,,,,,,,,,,,,,,
4133,亞諾法,25.35,+0.2,+0.8,0.12,0.16,0.15,0.15,0.19,0.17,0.1,0.06,0.14,0.12,0.11,0.08,0.03,,,,,,,,,,,,,,,,,,,,,,,,,
代號,名稱,成交,漲跌 價,漲跌 幅,平均 營益 (億),22Q1 營益 (億),22Q2 營益 (億),22Q3 營益 (億),22Q4 營益 (億),23Q1 營益 (億),23Q2 營益 (億),23Q3 營益 (億),23Q4 營益 (億),24Q1 營益 (億),24Q2 營益 (億),24Q3 營益 (億),24Q4 營益 (億),,,,,,,,,,,,,,,,,,,,,,,,,
4137,麗豐-KY,107.5,0,0,2.61,3.17,1.37,5.15,2.12,2.68,3.34,3.85,2.11,2.11,2.18,1.79,1.44,,,,,,,,,,,,,,,,,,,,,,,,,
4148,全宇生技-KY,38.8,-0.2,-0.51,0.84,1.15,1.55,2.55,1.41,0.62,0.02,0.86,0.39,0.24,0.05,0.83,0.44,,,,,,,,,,,,,,,,,,,,,,,,,
4155,訊映,17.5,+0.15,+0.86,0.12,0.26,0.47,0.04,0.24,0.25,-0.01,-0.23,-0.13,0.13,0.31,-0.22,0.35,,,,,,,,,,,,,,,,,,,,,,,,,
4164,承業醫,43.9,+0.4,+0.92,1.11,0.99,0.98,1.54,1.25,1.17,1.5,0.81,2.66,0.2,0.64,0.86,0.69,,,,,,,,,,,,,,,,,,,,,,,,,
4306,炎洲,15.9,0,0,2.29,2.94,3.57,2.53,1.46,1.26,1.73,1.75,1.98,1.68,4.41,2.59,1.61,,,,,,,,,,,,,,,,,,,,,,,,,
4414,如興,3.33,0,0,-2.05,-8.42,-12.5,-2,-1.46,-5.59,0.3,1.12,2.11,-0.84,0.13,2.22,0.35,,,,,,,,,,,,,,,,,,,,,,,,,
4438,廣越,81,-1,-1.22,2.43,0.74,5.25,9.07,0.15,0.25,4,6.29,-1.32,-1.94,2.85,5.52,-1.74,,,,,,,,,,,,,,,,,,,,,,,,,
4439,冠星-KY,80.3,-2.8,-3.37,1.01,1.65,1.25,1.44,1.07,1.99,1.87,0.91,0.23,1.05,1.02,0.15,-0.48,,,,,,,,,,,,,,,,,,,,,,,,,
4440,宜新實業,19,0,0,0.29,0.78,0.68,0.56,0.43,0.15,0.04,0.09,0.04,0.07,0.22,0.19,0.28,,,,,,,,,,,,,,,,,,,,,,,,,
4532,瑞智,25.8,+0.25,+0.98,2.33,1.63,2.38,0.7,1.12,1.96,2.72,1.85,2.78,3.05,4.52,1.84,3.38,,,,,,,,,,,,,,,,,,,,,,,,,
4536,拓凱,173,+1.5,+0.87,5.1,3.27,7.09,7.18,7.88,5.16,4.72,3.36,3.79,3.22,4.74,5.33,5.48,,,,,,,,,,,,,,,,,,,,,,,,,
4545,銘鈺,30.85,+0.05,+0.16,0.36,0.34,0.49,0.45,0.39,0.07,0.36,0.54,-0.09,0.42,0.82,0.71,-0.14,,,,,,,,,,,,,,,,,,,,,,,,,
4551,智伸科,91.3,-0.6,-0.65,2.62,3.6,4.22,4.4,4.08,2.35,1.58,1.51,1.78,0.53,1.6,3.37,2.39,,,,,,,,,,,,,,,,,,,,,,,,,
4552,力達-KY,19.9,0,0,1.23,1.1,1.35,2.12,2.01,1.05,1.74,1.37,1.93,0.5,0.81,0.38,0.35,,,,,,,,,,,,,,,,,,,,,,,,,
4557,永新-KY,103,+0.5,+0.49,1.3,0.75,1.48,1.81,1.09,1.05,1.41,1.25,1.11,0.85,1.48,1.54,1.77,,,,,,,,,,,,,,,,,,,,,,,,,
4560,強信-KY,32.4,+0.2,+0.62,0.43,0.71,0.98,0.79,0.55,0.04,0.21,0.15,0.21,0.24,0.45,0.41,0.45,,,,,,,,,,,,,,,,,,,,,,,,,
4566,時碩工業,54.9,-1,-1.79,0.66,1.16,0.92,1.16,0.84,0.75,0.35,0.78,0.33,0.61,0.52,0.41,0.11,,,,,,,,,,,,,,,,,,,,,,,,,
4569,六方科-KY,132,+2,+1.54,0.28,0.41,0.41,0.71,0.33,0.21,0.19,0.01,0.18,0.3,0.3,0.39,-0.05,,,,,,,,,,,,,,,,,,,,,,,,,
代號,名稱,成交,漲跌 價,漲跌 幅,平均 營益 (億),22Q1 營益 (億),22Q2 營益 (億),22Q3 營益 (億),22Q4 營益 (億),23Q1 營益 (億),23Q2 營益 (億),23Q3 營益 (億),23Q4 營益 (億),24Q1 營益 (億),24Q2 營益 (億),24Q3 營益 (億),24Q4 營益 (億),,,,,,,,,,,,,,,,,,,,,,,,,
4571,鈞興-KY,139,-0.5,-0.36,0.85,0.94,0.68,0.34,0.64,0.8,0.32,0.91,0.77,1.23,1.11,1.03,1.48,,,,,,,,,,,,,,,,,,,,,,,,,
4572,駐龍,171,-6.5,-3.66,0.65,0.35,0.53,0.57,0.4,0.72,0.73,0.75,0.68,0.84,0.79,0.79,0.7,,,,,,,,,,,,,,,,,,,,,,,,,
4576,大銀微系統,105,+0.5,+0.48,0.38,1.33,1.08,0.77,0.61,0.07,-0.18,0.12,0.25,-0.53,0.23,0.34,0.46,,,,,,,,,,,,,,,,,,,,,,,,,
4581,光隆精密-KY,50.2,-1.3,-2.52,0.42,0.16,0.28,0.34,0.31,0.62,0.54,0.52,0.52,0.47,0.42,0.46,0.43,,,,,,,,,,,,,,,,,,,,,,,,,
4583,台灣精銳,597,+31,+5.48,2.55,2.76,2.83,2.93,3.02,2.09,2.44,2.15,2.38,2.44,2.48,2.53,2.49,,,,,,,,,,,,,,,,,,,,,,,,,
4588,玖鼎電力,66.5,-1.2,-1.77,0.53,,0.78,0.13,0.47,0.29,0.86,0.47,0.45,0.38,0.73,0.49,0.81,,,,,,,,,,,,,,,,,,,,,,,,,
4720,德淵,16.1,-0.4,-2.42,0.21,0.12,0.1,0.17,0.07,0.05,0.1,0.21,-0.06,0.53,0.47,0.41,0.33,,,,,,,,,,,,,,,,,,,,,,,,,
4722,國精化,54.1,+0.3,+0.56,0.63,1.33,1.37,0.61,-0.02,-0.03,0.51,0.72,0.46,0.57,0.84,0.73,0.45,,,,,,,,,,,,,,,,,,,,,,,,,
4736,泰博,132,-0.5,-0.38,4.93,7.02,20.1,9.42,4.85,4.13,1.54,2.15,1.85,1.25,1.59,3.12,2.15,,,,,,,,,,,,,,,,,,,,,,,,,
4739,康普,45.25,-0.65,-1.42,0.55,2.44,2.69,0.78,-0.08,-0.37,-0.04,-0.31,-0.22,0.68,0.6,0.57,-0.19,,,,,,,,,,,,,,,,,,,,,,,,,
4746,台耀,58.8,-0.2,-0.34,1.3,-0.51,0.06,1.03,1.05,1.34,1.58,1.48,2.35,1.88,1.66,1.12,2.6,,,,,,,,,,,,,,,,,,,,,,,,,
4755,三福化,100.5,+0.9,+0.9,1.66,3.61,3.08,1.49,1.12,1.15,1.11,1.23,2.08,1.31,1.39,1.29,1.1,,,,,,,,,,,,,,,,,,,,,,,,,
4763,材料-KY,820,-2,-0.24,13.4,1.18,2.46,2.87,4.25,6.43,12.6,18.1,23.3,22.3,17.5,24.2,25.8,,,,,,,,,,,,,,,,,,,,,,,,,
4766,南寶,332,+8.5,+2.63,6.98,3.22,4.21,5.33,5.48,5.03,6.63,8.71,9.28,7.69,8.51,9.68,10,,,,,,,,,,,,,,,,,,,,,,,,,
4770,上品,233,-1.5,-0.64,5.12,4.24,5.64,5.45,5.99,6.35,4.84,4.08,4.76,5.34,5.09,5.1,4.52,,,,,,,,,,,,,,,,,,,,,,,,,
4771,望隼,179.5,-0.5,-0.28,1.9,,0.68,1.39,1.59,1.24,1.79,2.44,2.85,2.39,2.22,2.05,2.22,,,,,,,,,,,,,,,,,,,,,,,,,
4904,遠傳,86.8,-1.6,-1.81,35.2,30.2,31,31.8,33.4,34,34.3,36,36.3,35.2,37.4,39.6,42.8,,,,,,,,,,,,,,,,,,,,,,,,,
4906,正文,26.8,+0.3,+1.13,1.48,0.02,0.97,1.14,5.15,0.74,2.81,0.54,0.54,1.18,2.73,1.78,0.13,,,,,,,,,,,,,,,,,,,,,,,,,
代號,名稱,成交,漲跌 價,漲跌 幅,平均 營益 (億),22Q1 營益 (億),22Q2 營益 (億),22Q3 營益 (億),22Q4 營益 (億),23Q1 營益 (億),23Q2 營益 (億),23Q3 營益 (億),23Q4 營益 (億),24Q1 營益 (億),24Q2 營益 (億),24Q3 營益 (億),24Q4 營益 (億),,,,,,,,,,,,,,,,,,,,,,,,,
4912,聯德控股-KY,83.8,-0.7,-0.83,1.13,1.3,1.38,1.18,0.77,0.25,0.17,1.58,1.29,0.79,1.57,1.88,1.37,,,,,,,,,,,,,,,,,,,,,,,,,
4915,致伸,72,-1.1,-1.5,7.35,6.13,9.2,10.5,7.65,5.72,8.01,8.35,5.35,5.87,7.94,8.32,5.18,,,,,,,,,,,,,,,,,,,,,,,,,
4916,事欣科,37.35,-1.35,-3.49,0.29,0.18,0.02,-0.19,0.88,0.4,0.52,0.68,-0.04,0.33,-0.63,0.68,0.66,,,,,,,,,,,,,,,,,,,,,,,,,
4919,新唐,67.1,0,0,5.15,14.4,13,10.8,6.55,3.68,4.58,6.24,2.4,4.56,-1.91,-0.32,-2.2,,,,,,,,,,,,,,,,,,,,,,,,,
4930,燦星網,25.7,+0.3,+1.18,1.05,0.51,1.36,1.22,1.64,0.58,1.08,1.81,0.87,0.74,0.73,1.54,0.49,,,,,,,,,,,,,,,,,,,,,,,,,
4935,茂林-KY,44.05,+0.45,+1.03,1.22,2.53,0.27,4.49,2.43,-1.02,1.21,0.8,0.85,0.52,1.19,1,0.32,,,,,,,,,,,,,,,,,,,,,,,,,
4938,和碩,78.7,-0.2,-0.25,43.8,43.4,67.1,76.3,65.9,27.6,30.5,44.9,44.6,30.2,29.4,36.4,29,,,,,,,,,,,,,,,,,,,,,,,,,
4942,嘉彰,38.45,0,0,1.75,2.28,2.46,2.09,1.69,1.47,2.19,2.21,1.52,1.23,1.77,0.8,1.24,,,,,,,,,,,,,,,,,,,,,,,,,
4952,凌通,40.7,-0.5,-1.21,0.86,2.39,2.41,1.14,0.36,0.23,0.67,0.51,0.27,0.43,1.12,0.77,-0.01,,,,,,,,,,,,,,,,,,,,,,,,,
4958,臻鼎-KY,91.9,-2.5,-2.65,36,29,27.9,80.7,86.9,12.2,-18.9,35.7,62.5,7.43,-6.44,59.3,55.5,,,,,,,,,,,,,,,,,,,,,,,,,
4961,天鈺,206,+8,+4.04,7.02,19.3,11.6,4.51,3.31,4.91,6.23,6.5,5.81,3.83,7.05,6.19,4.97,,,,,,,,,,,,,,,,,,,,,,,,,
4967,十銓,75.6,-0.4,-0.53,0.66,0.16,-0.55,-1.06,0.94,-0.67,0.09,1.03,2.64,3.46,1.79,0.94,-0.81,,,,,,,,,,,,,,,,,,,,,,,,,
4968,立積,135.5,+1,+0.74,-0.2,-0.3,0.06,0.45,-0.39,-1.11,-0.94,-0.85,-0.07,0,0.75,-0.01,0.05,,,,,,,,,,,,,,,,,,,,,,,,,
