季度,代碼,名稱,營業收入,營業損益,業外收入,稅前損益,稅後損益,每股EPS
2017Q2,6189,豐藝,"8,612,910","120,663","4,889","125,552","103,098",0.51
2017Q2,6191,精成科,"9,893,910","183,985","-45,693","138,292","43,345",0.07
2017Q2,6192,巨路,"2,201,880","112,928","9,591","122,519","78,958",0.67
2017Q2,6196,帆宣,"10,081,320","373,509","-10,532","362,977","278,306",1.69
2017Q2,6197,佳必琪,"2,046,890","163,820","21,069","184,889","155,531",0.91
2017Q2,6201,亞弘電,"1,374,140","75,782","-2,552","73,230","59,196",0.67
2017Q2,6202,盛群,"2,240,930","433,639","46,215","479,854","417,954",1.83
2017Q2,6205,詮欣,"916,030","117,166","-30,999","86,167","66,011",0.92
2017Q2,6206,飛捷,"3,304,940","507,771","-86,953","420,818","365,898",2.53
2017Q2,6209,今國光,"1,836,650","-108,575","39,103","-69,472","-58,232",-0.31
2017Q2,6213,聯茂,"9,975,150","913,459","9,213","922,672","565,481",1.87
2017Q2,6214,精誠,"7,788,320","285,388","336,296","621,684","572,586",2.33
2017Q2,6215,和椿,"881,850","49,602","7,606","57,208","49,918",0.61
2017Q2,6216,居易,"517,790","146,332","-39,683","106,649","95,205",1.19
2017Q2,6224,聚鼎,"745,940","186,048","-5,987","180,061","146,489",1.87
2017Q2,6225,天瀚,"1,050","-10,599","4,430","-6,169","-6,169",-0.06
2017Q2,6226,光鼎,"518,780","31,249","12,139","43,388","24,814",0.27
2017Q2,6230,超眾,"3,228,000","340,998","-51,002","289,996","202,697",2.35
2017Q2,6235,華孚,"1,384,850","93,110","-50,635","42,475","-18,076",-0.11
2017Q2,6239,力成,"26,587,900","4,101,272","8,709","4,109,981","3,267,411",3.31
2017Q2,6243,迅杰,"218,410","-62,382","-19,589","-81,971","-81,971",-1.09
2017Q2,6251,定穎,"5,691,460","41,858","-14,591","27,267","47,234",0.17
2017Q2,6257,矽格,"2,921,750","471,917","-41,173","430,744","343,003",0.97
2017Q2,6269,台郡,"7,984,120","1,127,401","-215,913","911,488","610,852",2.14
2017Q2,6271,同欣電,"3,653,610","389,602","-60,447","329,155","290,187",1.77
2017Q2,6277,宏正,"2,336,290","390,111","20,108","410,219","329,639",2.74
2017Q2,6278,台表科,"13,371,010","324,675","59,048","383,723","272,572",0.95
2017Q2,6281,全國電,"8,351,940","324,257","9,610","333,867","277,032",2.79
2017Q2,6282,康舒,"8,707,210","194,852","19,814","214,666","155,222",0.26
2017Q2,6283,淳安,"326,960","1,540","1,581","3,121","2,848",0.02
2017Q2,6285,啟碁,"27,196,000","1,399,210","85,904","1,485,114","1,159,827",3.35
2017Q2,6288,聯嘉,"1,232,680","16,798","-25,382","-8,584","-13,251",-0.09
2017Q2,6289,華上,"102,360","-138,819","130,059","-8,760","-18,138",-0.06
2017Q2,6405,悅城,"373,120","7,049","-30,339","-23,290","-18,223",-0.28
2017Q2,6409,旭隼,"4,677,250","886,613","-90,696","795,917","672,081",8.61
2017Q2,6412,群電,"12,875,280","644,157","161,212","805,369","632,072",1.72
2017Q2,6414,樺漢,"7,885,990","493,710","141,773","635,483","571,998",6.18
2017Q2,6415,矽力-KY,"4,015,170","516,835",741,"517,576","502,821",5.90
2017Q2,6416,瑞祺電通,"1,803,380","176,657","7,077","183,734","152,789",2.50
2017Q2,6422,君耀-KY,"1,256,340","79,961","3,160","83,121","49,177",1.18
2017Q2,6431,光麗-KY,"63,360","-58,379","-2,241","-60,620","-58,271",-1.28
2017Q2,6442,光聖,"1,581,880","116,209","-66,051","50,158","29,566",0.45
2017Q2,6443,元晶,"3,256,440","-376,704","-47,275","-423,979","-438,614",-1.03
2017Q2,6449,鈺邦,"800,020","129,446","-47,083","82,363","63,159",0.89
2017Q2,6451,訊芯-KY,"1,498,710","166,789","-67,654","99,135","117,067",1.11
2017Q2,6452,康友-KY,"1,935,140","513,228","18,460","531,688","446,210",6.96
2017Q2,6456,GIS-KY,"41,586,660","3,058,987","93,872","3,152,859","2,356,600",7.63
2017Q2,6464,台數科,"1,483,940","387,954","4,449","392,403","297,131",2.46
2017Q2,6477,安集,"392,650","39,474","-21,628","17,846","12,902",0.15
2017Q2,6491,晶碩,"994,060","166,689","2,324","169,013","132,931",2.22
2017Q2,6504,南六,"3,099,730","324,373","10,497","334,870","246,893",3.40
2017Q2,6505,台塑化,"303,403,320","42,742,733","-731,048","42,011,685","34,673,023",3.64
2017Q2,6525,捷敏-KY,"1,451,790","377,724","-58,069","319,655","254,701",2.39
2017Q2,6531,愛普,"2,316,800","258,978","-92,208","166,770","108,092",1.81
2017Q2,6533,晶心科,"165,190","8,390","-3,696","4,694","3,417",0.09
2017Q2,6541,泰福-KY,0,"-709,915","11,438","-698,477","-698,502",-3.61
2017Q2,6552,易華電,"619,590","-8,995","-11,885","-20,880","-20,778",-0.21
2017Q2,6558,興能高,"720,550","122,271","-23,207","99,064","71,733",0.96
2017Q2,6573,虹揚-KY,"1,013,800","100,418","6,054","106,472","89,140",1.60
2017Q2,6579,研揚,"2,803,140","278,774","85,159","363,933","316,812",2.99
2017Q2,6581,鋼聯,"709,190","134,936","-4,490","130,446","81,445",0.81
2017Q2,6582,申豐,"1,700,650","270,575","-15,675","254,900","200,298",2.09
2017Q2,6591,動力-KY,"468,980","46,976","-9,459","37,517","21,076",1.27
2017Q2,6592,和潤企業,"4,641,470","386,145","533,605","919,750","721,294",1.84
2017Q2,6605,帝寶,"7,878,300","937,258","-378,387","558,871","360,538",2.22
2017Q2,6625,必應,"462,270","-10,050","-4,079","-14,129","-16,636",-0.66
2017Q2,6655,科定,"786,570","103,566","-24,320","79,246","48,013",0.85
2017Q2,6668,中揚光,"417,360","163,363","-14,591","148,772","108,215",2.21
2017Q2,6669,緯穎,"31,596,830","679,296","-82,512","596,784","459,680",4.50
2017Q2,6670,復盛應用,"6,167,980","841,793","-119,037","722,756","583,489",4.93
2017Q2,6674,鋐寶科技,"3,689,860","71,634","27,661","99,295","77,816",1.43
2017Q2,8011,台通,"988,580","49,227","-17,097","32,130","7,953",0.45
2017Q2,8016,矽創,"4,352,620","413,830","11,522","425,352","380,944",3.12
2017Q2,8021,尖點,"1,537,050","146,535","4,980","151,515","110,605",0.71
2017Q2,8028,昇陽半導體,"930,680","149,315","-18,694","130,621","109,158",0.93
2017Q2,8033,雷虎,"381,510","-35,671","-6,980","-42,651","-44,130",-0.36
2017Q2,8039,台虹,"5,089,470","459,111","-59,123","399,988","293,485",1.42
2017Q2,8046,南電,"12,943,410","-826,809","-238,198","-1,065,007","-1,065,369",-1.65
2017Q2,8070,長華,"6,390,260","433,574","335,006","768,580","585,587",8.34
2017Q2,8072,陞泰,"541,120","15,078","-17,483","-2,405","-4,878",-0.08
2017Q2,8081,致新,"1,800,640","166,676","21,674","188,350","165,499",1.93
2017Q2,8101,華冠,"8,612,700","-95,986","100,719","4,733","5,098",0.01
2017Q2,8103,瀚荃,"1,297,210","171,242","-30,854","140,388","88,246",1.09
2017Q2,8104,錸寶,"1,094,960","160,721","39,245","199,966","181,846",4.43
2017Q2,8105,凌巨,"6,026,940","260,771","11,889","272,660","203,949",0.46
2017Q2,8110,華東,"4,469,400","319,925","-123,645","196,280","153,328",0.32
2017Q2,8112,至上,"56,546,260","993,002","-69,017","923,985","705,688",1.80
2017Q2,8114,振樺電,"2,327,960","393,253","-75,606","317,647","261,024",3.34
2017Q2,8131,福懋科,"4,110,010","599,258","19,365","618,623","518,373",1.17
2017Q2,8150,南茂,"9,101,530","1,502,994","-487,479","1,015,515","822,108",3.20
2017Q2,8163,達方,"8,324,640","257,546","28,706","286,252","229,293",0.81
2017Q2,8201,無敵,"624,690","-26,618","2,916","-23,702","-23,805",-0.38
2017Q2,8210,勤誠,"2,550,010","353,642","-35,647","317,995","229,437",1.91
2017Q2,8213,志超,"10,662,390","505,784","-12,908","492,876","347,688",1.24
2017Q2,8215,明基材,"5,747,630","86,540","-8,522","78,018","74,575",0.23
2017Q2,8222,寶一,"425,870","22,652","-3,981","18,671","14,883",0.21
2017Q2,8249,菱光,"1,929,960","136,670","13,606","150,276","110,665",0.87
2017Q2,8261,富鼎,"854,400","3,412","-13,892","-10,480","-12,516",-0.15
2017Q2,8271,宇瞻,"4,568,880","233,274","2,881","236,155","188,052",1.87
2017Q2,8341,日友,"912,480","406,487","70,496","476,983","406,393",3.65
2017Q2,8367,建新國際,"781,860","122,441","-2,090","120,351","99,294",1.09
2017Q2,8374,羅昇,"1,853,630","95,858","6,438","102,296","84,554",0.96
2017Q2,8404,百和-KY,"1,897,840","323,503","-8,951","314,552","232,015",0.85
2017Q2,8411,福貞-KY,"3,125,240","153,654","34,598","188,252","142,646",0.88
2017Q2,8422,可寧衛,"1,308,160","796,759","8,235","804,994","683,405",6.28
2017Q2,8427,基勝-KY,"2,965,800","236,106","37,432","273,538","161,521",1.55
2017Q2,8429,金麗-KY,"2,399,770","450,935","9,312","460,247","298,179",1.74
2017Q2,8442,威宏-KY,"2,366,570","37,221",448,"37,669","17,524",0.35
2017Q2,8443,阿瘦,"795,880","-46,376","4,293","-42,083","-36,402",-0.54
2017Q2,8454,富邦媒,"15,274,820","681,602","101,153","782,755","659,311",4.73
2017Q2,8462,柏文,"1,062,750","144,746","2,345","147,091","121,140",2.62
2017Q2,8463,潤泰材,"1,358,810","67,702","-9,297","58,405","47,843",0.32
2017Q2,8464,億豐,"9,603,790","2,477,354","-64,302","2,413,052","1,803,478",6.08
2017Q2,8466,美吉吉-KY,"1,838,360","303,452","-19,008","284,444","236,075",3.57
2017Q2,8467,波力-KY,"682,120","25,673","-12,761","12,912","10,406",0.21
2017Q2,8473,山林水,"1,266,770","344,665","-36,356","308,309","267,200",1.71
2017Q2,8478,東哥遊艇,"1,771,670","184,401","-37,209","147,192","130,867",1.34
2017Q2,8480,泰昇-KY,"726,140","121,569","14,446","136,015","117,940",3.35
2017Q2,8481,政伸,"518,050","113,647","-2,840","110,807","87,992",1.35
2017Q2,8488,吉源-KY,"1,667,630","92,841","-4,279","88,562","51,673",0.77
2017Q2,8497,格威傳媒,"1,142,750","35,731","2,701","38,432","30,958",0.88
2017Q2,8926,台汽電,"499,440","30,205","417,001","447,206","427,751",0.73
2017Q2,8940,新天地,"761,960","27,674","-7,647","20,027","13,631",0.19
2017Q2,8996,高力,"878,770","67,699","-43,030","24,669","18,872",0.21
2017Q2,9802,鈺齊-KY,"4,919,430","652,821","-29,076","623,745","497,234",3.62
2017Q2,9902,台火,"25,130","-8,844","9,325",481,112,0.00
2017Q2,9904,寶成,"136,821,820","4,491,388","1,709,204","6,200,592","5,075,323",0.90
2017Q2,9905,大華,"3,619,910","307,259","63,193","370,452","293,205",0.96
2017Q2,9906,欣巴巴,"359,160","26,089","-2,116","23,973","23,826",0.34
2017Q2,9907,統一實,"15,640,650","622,537","-197,494","425,043","298,213",0.20
2017Q2,9908,大台北,"1,906,980","262,281","184,532","446,813","365,801",0.72
2017Q2,9910,豐泰,"27,663,080","2,461,967","289,245","2,751,212","2,096,451",2.88
2017Q2,9911,櫻花,"2,586,660","319,473","23,938","343,411","280,213",1.29
2017Q2,9912,偉聯,"344,590",641,"1,435","2,076","1,105",0.02
2017Q2,9914,美利達,"10,041,550","505,889","118,999","624,888","457,852",1.50
2017Q2,9917,中保科,"6,398,950","1,057,855","402,978","1,460,833","1,296,945",2.93
2017Q2,9918,欣天然,"1,120,490","160,464","26,281","186,745","155,268",0.87
2017Q2,9919,康那香,"1,921,600","67,289","-30,898","36,391","27,099",0.17
2017Q2,9921,巨大,"26,941,490","1,661,633","-14,648","1,646,985","1,196,854",3.19
2017Q2,9924,福興,"3,906,960","409,412","-64,766","344,646","255,350",1.32
2017Q2,9925,新保,"3,568,580","208,024","131,660","339,684","327,568",0.82
2017Q2,9926,新海,"1,126,630","189,166","10,332","199,498","163,306",0.91
2017Q2,9927,泰銘,"5,277,910","529,699","2,384","532,083","436,766",2.09
2017Q2,9928,中視,"357,250","-237,483","122,646","-114,837","-124,105",-1.08
2017Q2,9929,秋雨,"334,280",-306,510,204,204,0.00
2017Q2,9930,中聯資源,"3,302,180","359,066","9,478","368,544","308,206",1.43
2017Q2,9931,欣高,"598,370","63,952","54,857","118,809","95,588",0.92
2017Q2,9933,中鼎,"32,479,440","1,352,662","879,371","2,232,033","1,900,076",2.17
2017Q2,9934,成霖,"9,077,900","588,096","-24,602","563,494","402,411",1.15
2017Q2,9935,慶豐富,"1,944,560","93,139","-7,941","85,198","70,656",0.46
2017Q2,9937,全國,"9,472,330","282,661","56,708","339,369","286,060",0.92
2017Q2,9938,百和,"5,662,180","1,335,956","-40,476","1,295,480","900,949",2.67
2017Q2,9939,宏全,"8,992,990","852,447","115,873","968,320","769,826",2.45
2017Q2,9940,信義,"9,273,730","1,645,906","66,820","1,712,726","1,176,572",1.80
2017Q2,9941,裕融,"9,513,750","1,536,322","26,397","1,562,719","1,220,955",4.11
2017Q2,9942,茂順,"1,527,970","320,815",775,"321,590","240,160",2.88
2017Q2,9943,好樂迪,"1,467,010","269,148","104,945","374,093","328,112",2.24
2017Q2,9944,新麗,"1,712,510","89,380","-16,177","73,203","54,758",0.47
2017Q2,9945,潤泰新,"4,821,930","354,140","1,442,035","1,796,175","1,675,191",1.12
2017Q2,9946,三發地產,"549,970","96,604","4,078","100,682","92,180",0.36
2017Q2,9955,佳龍,"1,105,660","-58,897","-9,051","-67,948","-66,741",-0.65
2017Q3,1101,台泥,"68,952,110","7,306,541","244,741","7,551,282","5,757,833",1.11
2017Q3,1102,亞泥,"45,349,040","3,757,528","1,350,829","5,108,357","4,183,659",1.12
2017Q3,1103,嘉泥,"1,565,230","-121,074","221,938","100,864","96,468",0.11
2017Q3,1104,環泥,"3,287,860","87,495","694,211","781,706","726,707",1.13
2017Q3,1108,幸福,"2,592,870","11,664","-4,638","7,026","2,317",0.00
2017Q3,1109,信大,"3,743,410","367,311","41,963","409,274","335,413",0.63
2017Q3,1110,東泥,"1,141,610","-97,483","102,518","5,035","5,323",0.02
2017Q3,1201,味全,"13,169,210","227,463","-97,463","130,000","-8,677",0.08
2017Q3,1203,味王,"4,633,520","774,237","17,521","791,758","577,602",1.49
2017Q3,1210,大成,"55,967,030","1,336,710","145,245","1,481,955","1,131,668",1.50
2017Q3,1213,大飲,"535,970","12,027","3,987","16,014","11,707",0.20
2017Q3,1215,卜蜂,"14,759,530","1,270,203","81,047","1,351,250","1,077,780",3.89
2017Q3,1216,統一,"305,037,140","19,471,327","7,226,363","26,697,690","22,447,883",2.63
2017Q3,1217,愛之味,"3,371,910","17,301",732,"18,033","11,140",0.01
2017Q3,1218,泰山,"5,852,520","6,664","306,085","312,749","300,705",0.88
2017Q3,1219,福壽,"8,016,360","-32,024","36,966","4,942","-18,362",0.18
2017Q3,1220,台榮,"1,699,440","61,201","26,896","88,097","71,029",0.37
2017Q3,1225,福懋油,"7,970,120","360,003","17,715","377,718","300,211",1.11
2017Q3,1227,佳格,"19,370,720","1,232,521","-27,023","1,205,498","933,099",1.01
2017Q3,1229,聯華,"3,582,740","362,839","1,989,047","2,351,886","2,277,862",2.45
2017Q3,1231,聯華食,"5,312,640","304,912","32,110","337,022","274,909",1.76
2017Q3,1232,大統益,"12,700,090","754,088","-8,959","745,129","616,767",3.78
2017Q3,1233,天仁,"1,594,660","156,273","5,433","161,706","134,540",1.48
2017Q3,1234,黑松,"7,046,100","156,157","370,672","526,829","453,044",1.13
2017Q3,1235,興泰,"63,720","-6,454","345,544","339,090","302,003",5.15
2017Q3,1236,宏亞,"1,290,400","-30,498","6,251","-24,247","-26,149",-0.25
2017Q3,1256,鮮活-KY,"2,405,250","405,277","-2,947","402,330","259,443",9.18
2017Q3,1262,綠悅-KY,"4,867,230","878,276","21,065","899,341","758,684",4.94
2017Q3,1301,台塑,"153,641,840","16,626,841","23,793,163","40,420,004","36,528,338",5.74
2017Q3,1303,南亞,"224,643,260","21,867,380","20,785,029","42,652,409","36,127,396",4.61
2017Q3,1304,台聚,"42,866,480","2,556,801","59,875","2,616,676","2,037,721",0.84
2017Q3,1305,華夏,"10,928,130","1,193,447","-49,558","1,143,889","952,359",1.86
2017Q3,1307,三芳,"7,653,070","1,086,441","-79,222","1,007,219","792,275",1.99
2017Q3,1308,亞聚,"4,808,120","374,846","176,435","551,281","474,784",0.93
2017Q3,1309,台達化,"14,346,920","389,060","-35,599","353,461","258,573",0.79
2017Q3,1310,台苯,"10,945,700","1,023,947","79,933","1,103,880","882,173",1.73
2017Q3,1312,國喬,"17,079,010","1,715,683","1,155,421","2,871,104","2,318,540",2.43
2017Q3,1313,聯成,"36,163,350","1,305,500","886,347","2,191,847","1,823,523",1.58
2017Q3,1314,中石化,"24,388,950","883,843","2,910,563","3,794,406","3,612,895",1.55
2017Q3,1315,達新,"2,077,450","64,881","129,817","194,698","193,074",1.02
2017Q3,1316,上曜,"615,870","-53,734","20,745","-32,989","-36,321",-0.29
2017Q3,1319,東陽,"17,987,230","1,860,486","340,849","2,201,335","1,728,675",2.85
2017Q3,1321,大洋,"3,294,820","-71,242","67,460","-3,782","-19,623",-0.10
2017Q3,1323,永裕,"2,359,140","292,674","-1,077","291,597","225,992",1.99
2017Q3,1324,地球,"886,310","-18,230","103,328","85,098","59,392",0.79
2017Q3,1325,恆大,"648,360","22,822","10,504","33,326","23,531",0.31
2017Q3,1326,台化,"259,629,850","27,096,433","20,318,667","47,415,100","42,615,290",6.55
2017Q3,1337,再生-KY,"3,471,360","218,155","41,013","259,168","186,992",0.71
2017Q3,1338,廣華-KY,"5,718,670","678,536","35,540","714,076","533,359",6.60
2017Q3,1339,昭輝,"2,033,640","370,604","-106,445","264,159","198,752",2.70
2017Q3,1340,勝悅-KY,"2,533,370","724,160","16,957","741,117","617,632",5.15
2017Q3,1402,遠東新,"159,663,800","8,307,661","1,760,914","10,068,575","8,447,727",1.03
2017Q3,1409,新纖,"18,319,280","786,777",0,"1,029,126","786,777",0.42
2017Q3,1410,南染,"406,150","91,494","1,459","92,953","75,935",0.95
2017Q3,1413,宏洲,"2,338,740","65,222","-3,177","62,045","62,045",0.47
2017Q3,1414,東和,"574,970","-30,924","138,287","107,363","106,794",0.48
2017Q3,1416,廣豐,"2,150,050","57,346","-16,300","41,046","14,093",0.06
2017Q3,1417,嘉裕,"1,565,540","-365,768","52,181","-313,587","-313,820",-0.83
2017Q3,1418,東華,"1,233,800","-163,474","-13,196","-176,670","-178,669",-2.66
2017Q3,1419,新紡,"1,018,040","-59,965","216,362","156,397","155,241",0.53
2017Q3,1423,利華,"426,010",313,"48,321","48,634","44,865",0.26
2017Q3,1432,大魯閣,"918,120","-135,720","-129,937","-265,657","-266,807",-1.41
2017Q3,1434,福懋,"30,929,410","1,814,636","2,758,611","4,573,247","4,191,484",2.28
2017Q3,1435,中福,"25,810","-3,403","10,880","7,477","7,477",0.05
2017Q3,1436,華友聯,"1,478,480","220,528","-43,722","176,806","145,510",1.92
2017Q3,1437,勤益控,"420,200","223,951","67,255","291,206","254,536",1.31
2017Q3,1438,裕豐,40,"-6,055","1,559","-4,496","-4,496",-0.05
2017Q3,1439,中和,"189,380","-8,880","5,633","-3,247","-3,429",-0.04
2017Q3,1440,南紡,"15,516,990","227,239","357,165","584,404","525,509",0.36
2017Q3,1441,大東,"1,227,970","-85,406","-7,631","-93,037","-93,037",-1.45
2017Q3,1442,名軒,"2,422,510","404,986","35,623","440,609","458,642",1.70
2017Q3,1443,立益,"885,040","-15,883","-133,380","-149,263","-157,197",-1.23
2017Q3,1444,力麗,"8,198,390","69,580","-108,907","-39,327","-32,556",-0.01
2017Q3,1445,大宇,"1,189,510","-10,145","16,603","6,458","9,185",0.06
2017Q3,1446,宏和,"409,020","-7,838","14,555","6,717","4,718",0.03
2017Q3,1447,力鵬,"12,046,070","-38,377","-346,766","-385,143","-299,564",-0.34
2017Q3,1449,佳和,"2,009,610","-99,083","112,114","13,031","-12,476",-0.08
2017Q3,1451,年興,"7,087,280","-1,291","192,380","191,089","158,448",0.59
2017Q3,1452,宏益,"1,603,370","184,254","18,739","202,993","168,422",1.27
2017Q3,1453,大將,"55,230","-28,193","15,123","-13,070","-13,580",-0.15
2017Q3,1454,台富,"1,400,350","19,934","2,766","22,700","19,544",0.15
2017Q3,1455,集盛,"10,969,750","128,066","67,859","195,925","180,264",0.29
2017Q3,1456,怡華,"573,530","10,110","-23,924","-13,814","-18,917",-0.20
2017Q3,1457,宜進,"3,735,060","176,168","172,701","348,869","290,149",0.92
2017Q3,1459,聯發,"2,459,000","-92,695","141,332","48,637","53,723",0.17
2017Q3,1460,宏遠,"6,194,580","237,260","-47,200","190,060","134,855",0.31
2017Q3,1463,強盛,"1,611,240","624,769","83,799","708,568","683,051",3.49
2017Q3,1464,得力,"5,547,350","302,928","39,255","342,183","309,337",0.93
2017Q3,1465,偉全,"1,395,470","1,938","38,915","40,853","42,417",0.31
2017Q3,1466,聚隆,"2,960,200","15,984","-38,566","-22,582","-20,662",-0.18
2017Q3,1467,南緯,"5,364,530","101,992","-46,025","55,967","-55,667",-0.28
2017Q3,1468,昶和,"468,270","-66,321","11,523","-54,798","-54,798",-0.30
2017Q3,1469,理隆,"215,550","-31,087","-19,859","-50,946","-50,327",-0.40
2017Q3,1470,大統新創,"529,160","27,531","3,813","31,344","26,382",0.30
2017Q3,1471,首利,"814,380","-255,256","-45,389","-300,645","-304,727",-1.44
2017Q3,1472,三洋紡,"530,590","-63,730","-3,799","-67,529","-67,218",-1.35
2017Q3,1473,台南,"6,482,980","65,311","37,839","103,150","80,489",0.74
2017Q3,1474,弘裕,"2,442,820","134,101","-33,062","101,039","75,888",0.59
2017Q3,1475,本盟,"106,320","-30,584","8,132","-22,452","-22,422",-1.01
2017Q3,1476,儒鴻,"17,191,780","2,866,721","-385,049","2,481,672","1,998,570",7.31
2017Q3,1477,聚陽,"17,140,340","1,349,318","-88,220","1,261,098","1,021,388",4.87
2017Q3,1503,士電,"16,234,380","616,753","350,192","966,945","714,713",1.32
2017Q3,1504,東元,"37,667,310","2,659,454","770,296","3,429,750","2,796,811",1.25
2017Q3,1506,正道,"1,019,730",-148,"-35,682","-35,830","10,215",0.05
2017Q3,1507,永大,"13,065,440","1,334,110","83,360","1,417,470","995,523",2.38
2017Q3,1512,瑞利,"1,748,870","-320,608","-127,788","-448,396","-453,041",-2.49
2017Q3,1513,中興電,"7,979,520","310,199","153,115","463,314","415,262",0.97
2017Q3,1514,亞力,"2,506,890","62,696","15,862","78,558","71,634",0.35
2017Q3,1515,力山,"3,580,990","218,863","-2,130","216,733","154,579",0.85
2017Q3,1516,川飛,"539,710","5,752","7,160","12,912","12,912",0.43
2017Q3,1517,利奇,"2,104,460","-35,066","61,322","26,256","32,452",-0.05
2017Q3,1519,華城,"3,768,630","94,245","5,300","99,545","76,918",0.30
2017Q3,1521,大億,"4,614,020","367,694","76,797","444,491","381,798",5.01
2017Q3,1522,堤維西,"12,078,980","469,555","289,525","759,080","620,984",2.02
2017Q3,1524,耿鼎,"1,932,750","194,469","-55,538","138,931","107,552",0.60
2017Q3,1525,江申,"867,600","2,088","453,550","455,638","415,882",5.67
2017Q3,1526,日馳,"950,030","168,338","-34,776","133,562","108,641",2.17
2017Q3,1527,鑽全,"2,939,880","575,902","-391,166","184,736","158,820",1.15
2017Q3,1528,恩德,"3,237,060","91,903","16,455","108,358","95,992",0.55
2017Q3,1529,樂士,"263,830","10,565","14,728","25,293","24,304",0.04
2017Q3,1530,亞崴,"3,120,050","204,246","-27,261","176,985","103,455",1.11
2017Q3,1531,高林股,"1,654,250","213,478","-44,388","169,090","118,962",0.65
2017Q3,1532,勤美,"11,278,830","1,056,940","-26,060","1,030,880","759,342",1.01
2017Q3,1533,車王電,"1,796,910","221,035","-81,867","139,168","87,287",0.88
2017Q3,1535,中宇,"6,330,500","205,019","-48,077","156,942","116,021",0.94
2017Q3,1536,和大,"5,059,530","1,071,900","-41,302","1,030,598","912,165",3.65
2017Q3,1537,廣隆,"5,681,770","907,622","-47,068","860,554","669,214",8.14
2017Q3,1538,正峰新,"497,270","-56,965","-79,320","-136,285","-136,285",-1.64
2017Q3,1539,巨庭,"2,164,260","190,899","-107,311","83,588","59,066",0.82
2017Q3,1540,喬福,"451,370","71,234","-18,750","52,484","43,393",0.51
2017Q3,1541,錩泰,"2,689,610","188,830","-63,300","125,530","97,314",1.23
2017Q3,1558,伸興,"4,440,400","663,976","-129,445","534,531","405,871",6.53
2017Q3,1560,中砂,"3,358,340","676,278","-8,964","667,314","559,523",3.97
2017Q3,1568,倉佑,"2,517,860","163,054","10,874","173,928","129,149",1.26
2017Q3,1582,信錦,"6,826,990","1,002,098",559,"1,002,657","718,562",4.51
2017Q3,1583,程泰,"5,413,720","414,629","61,903","476,532","340,236",2.51
2017Q3,1587,吉茂,"1,036,010","29,434","-7,680","21,754","19,804",0.33
2017Q3,1589,永冠-KY,"4,860,370","353,615","50,698","404,313","322,523",2.81
2017Q3,1590,亞德客-KY,"10,267,630","3,140,554","169,075","3,309,629","2,507,854",13.88
2017Q3,1592,英瑞-KY,"4,292,940","209,847","-32,426","177,421","136,601",1.38
2017Q3,1598,岱宇,"2,926,600","-5,236","-145,463","-150,699","-153,534",-1.65
2017Q3,1603,華電,"2,084,100","151,733","28,751","180,484","151,537",0.95
2017Q3,1604,聲寶,"6,861,090","142,465","167,192","309,657","299,387",0.62
2017Q3,1605,華新,"123,622,690","6,441,437","1,101,745","7,543,182","5,085,596",1.52
2017Q3,1608,華榮,"6,249,480","297,191","219,579","516,770","464,208",0.73
2017Q3,1609,大亞,"12,118,640","368,585","92,370","460,955","412,626",0.63
2017Q3,1611,中電,"1,985,290","-44,741","-136,796","-181,537","-173,924",-0.42
2017Q3,1612,宏泰,"2,688,120","95,932","109,881","205,813","190,289",0.60
2017Q3,1613,台一,"19,649,080","117,916","-176,510","-58,594","-69,754",-0.23
2017Q3,1614,三洋電,"3,919,040","180,608","9,820","190,428","161,353",0.62
2017Q3,1615,大山,"1,955,050","103,067","19,231","122,298","105,299",0.95
2017Q3,1616,億泰,"2,096,340","-37,378","-2,232","-39,610","-39,610",-0.21
2017Q3,1617,榮星,"2,377,390","165,145","-51,235","113,910","95,656",0.67
2017Q3,1618,合機,"1,571,470","54,872","13,831","68,703","54,873",0.23
2017Q3,1626,艾美特-KY,"8,110,260","76,102","1,674","77,776","49,874",0.10
2017Q3,1701,中化,"4,559,870","135,323","53,895","189,218","161,893",0.56
2017Q3,1702,南僑,"12,554,920","746,942","78,342","825,284","542,666",2.17
2017Q3,1704,榮化,"34,130,780","2,896,510","432,782","3,329,292","2,891,568",3.33
2017Q3,1707,葡萄王,"6,601,750","1,496,609","138,521","1,635,130","1,301,520",6.75
2017Q3,1708,東鹼,"2,915,880","412,033","36,449","448,482","356,480",1.79
2017Q3,1709,和益,"6,555,470","434,035","79,220","513,255","412,886",0.84
2017Q3,1710,東聯,"21,982,630","2,815,567","-337,174","2,478,393","1,984,395",1.67
2017Q3,1711,永光,"6,802,410","135,952","83,971","219,923","165,364",0.30
2017Q3,1712,興農,"12,873,800","681,920","-60,367","621,553","489,935",1.30
2017Q3,1713,國化,"484,350","32,604","30,348","62,952","57,867",0.38
2017Q3,1714,和桐,"23,577,350","479,676","19,997","499,673","436,364",0.36
2017Q3,1717,長興,"30,410,400","1,361,661","98,996","1,460,657","1,193,823",1.09
2017Q3,1718,中纖,"18,745,890","1,864,622",1,"2,199,986","1,864,622",0.49
2017Q3,1720,生達,"2,942,860","443,307","30,123","473,430","373,825",1.76
2017Q3,1721,三晃,"2,512,010","75,688","-34,398","41,290","42,994",0.20
2017Q3,1722,台肥,"8,862,480","1,029,025","605,872","1,634,897","1,339,866",1.37
2017Q3,1723,中碳,"4,765,130","910,023","71,942","981,965","868,129",3.61
